gene	p-value	label	index
CREB1	0.025630373899773	0	2240
CPNE7	0.0260266041934562	0	2212
CSNK1A1	0.0263137645208119	0	2294
PABPC1	0.0264641536485933	0	7022
LPAR3	0.0265944423809004	0	5481
BTK	0.0269565919708508	0	1147
PHKB	0.027424944026296	0	7391
SEPHS1	0.0279087985919454	0	8970
RPS6KB1	0.0286432621028421	0	8694
BUD13	0.0289513914374644	-1	1162
CALM2	0.029255360517451	0	1348
FASLG	0.0296227157408537	0	3442
KDM4D	0.0296943017719104	0	5073
RNF39	0.0298836496132788	0	8591
SP1	0.0299688105325096	0	9631
MAP2K7	0.0301212336623402	0	5708
RFFL	0.0301988107259282	0	8432
C10orf90	0.0303317967409022	0	1170
FCAMR	0.031122941971586	0	3518
FBXW7	0.0316304596478923	1	3516
OTUD5	0.0317367947808831	0	6988
PHF23	0.0321121719273721	0	7384
MAP2K1	0.0324488455059927	1	5702
PLK3	0.0328640667099416	0	7583
PPP3CA	0.0332448147655763	0	7815
MAP3K7	0.0340304181496066	0	5720
SOS1	0.0341551569209372	0	9615
LIN7A	0.0346625835949111	0	5433
PHKA2	0.0357820446919625	0	7390
ELK1	0.0360581919525284	0	3069
PITPNM1	0.0362696737474064	-1	7481
RGS6	0.0364204614723409	0	8469
DEPTOR	0.0368238553617038	-1	2600
DMWD	0.0371632056694239	0	2713
RTKN	0.0372115602930455	0	8748
SH3BGRL	0.0376259374768669	-1	9079
SPRED2	0.0382249002530381	0	9709
NFYB	0.0391358914401167	0	6573
NGEF	0.0399285365107668	0	6576
NET1	0.0408453623488481	0	6533
PPP3CB	0.0419830882044185	0	7816
PREX1	0.0420490012415545	0	7859
ITGB1	0.0426607271500848	0	4883
TAF1	0.0428080011990299	0	10023
GPX2	0.0429650611031958	0	4152
ZNF302	0.0433076121489387	-1	11673
DNAJC3	0.044184814615662	0	2756
PAK2	0.0442998505280384	0	7053
BCL3	0.0444229929526151	0	1005
USP42	0.0450693536517763	0	11127
CRK	0.0451248061556458	0	2259
TREX1	0.0455738063543406	0	10664
MAP2K6	0.0462738641229862	0	5707
RBMX2	0.0471882466326073	0	8363
KCTD17	0.0473165247204989	0	5054
SH2D5	0.0485043199851053	0	9077
LYN	0.0491710914466457	0	5615
SRGAP1	0.049300558154851	0	9748
PDCD2L	0.05025978611869	0	7220
WT1	0.0502946461493323	0	11362
HUS1	0.0504112780915358	0	4609
LCK	0.0505094928975032	0	5355
TNFAIP1	0.0511202105750677	0	10505
BTG1	0.0513324011712039	0	1144
GSK3B	0.0519456368503648	0	4212
PLEK2	0.052423224604534	0	7553
ARIH2	0.0537435545129301	0	684
MAP2K4	0.0542637216863129	0	5705
BRCA2	0.0552447851934291	1	1099
ALKBH2	0.0553486280513644	0	378
VAV3	0.055628117981624	0	11178
RHPN2	0.0556623695134498	0	8496
DDX24	0.0562838198850882	0	2549
RABAC1	0.0578645169622642	-1	8204
PLXNB1	0.0599603670736685	0	7603
DEF6	0.0608386616085059	0	2577
ARHGEF4	0.061058608122048	0	669
IL13RA1	0.0617888991368015	0	4712
PLCG1	0.0642204968259944	0	7540
WEE1	0.064964441685911	0	11321
CNN3	0.0657630842484086	0	2056
RDH13	0.0663899515993801	-1	8394
ICMT	0.0669114444644937	0	4628
ARHGEF25	0.0672729203729664	0	663
SKP2	0.0674990125345437	0	9165
RAD1	0.0682986139431448	0	8219
DGKQ	0.0687714861612928	0	2618
ZNF282	0.0693418984699721	0	11666
DIAPH3	0.0696071762567262	0	2655
RAD9A	0.0703379666162325	0	8235
CDK3	0.0707800244516178	0	1718
GPR155	0.0708180256721406	-1	4111
DEPDC1	0.0710703700552235	0	2596
FYN	0.0720163430078222	0	3756
SH2D3A	0.0721210936891913	0	9074
DEPDC5	0.0724241430529985	0	2598
TFAP2B	0.0725307245853373	0	10219
ADAM8	0.0729905233552515	0	180
PIKFYVE	0.0746375760180998	0	7462
DHCR24	0.0752995014344861	0	2621
PAX3	0.0755664758776716	0	7114
SMYD2	0.0756873898609001	0	9527
NFKBIB	0.0767455987240817	0	6563
PRMT1	0.0774680186380311	0	7898
RIN2	0.0774791177495591	0	8510
TP53BP1	0.0781308238997095	0	10586
TSC22D4	0.0790791169989032	0	10770
NFYA	0.0798899439321915	0	6572
FBXW2	0.0804087144098719	0	3514
SDE2	0.0808582366723638	0	8903
CDKN2D	0.0821988050013419	0	1735
RABGAP1	0.0827908366399008	0	8208
TP73	0.083270900070123	0	10592
ITPK1	0.0832809568709704	0	4905
MDM4	0.0838900881011924	0	5839
MFAP4	0.0840846324811153	0	5923
MRPL24	0.0847675781738632	0	6122
CDC34	0.0851275753943409	0	1663
PIK3R1	0.0860109587954842	0	7456
MPRIP	0.0863898462922591	0	6087
TRIM25	0.0867695179777688	0	10682
RAPGEF4	0.0882787044976504	-1	8274
CDC25C	0.0889315152519992	0	1661
RGS7	0.0891405356455407	0	8470
ARHGAP4	0.0895468849258107	0	646
RNF138	0.089586428921728	0	8557
SLA2	0.091181447935534	0	9167
CDC25B	0.0911974392415014	0	1660
FLNB	0.0913081300123732	0	3626
RASGRF1	0.0917496312207818	0	8297
RHPN1	0.0928096176433985	0	8495
CIT	0.0930789706347226	0	1934
NDOR1	0.0932868038621209	-1	6457
ARHGAP26	0.0936722124137532	0	637
BID	0.0942348008002491	0	1049
EDNRA	0.0946032573787588	0	2965
MRPS28	0.0946794434840115	0	6162
FBXO45	0.0961017866038524	0	3505
KHDRBS3	0.0978349060882207	0	5084
ADAM9	0.0996645090078716	0	181
BHLHE40	0.0998910061836231	0	1043
ACAP1	0.0998923857689043	0	87
CDC25A	0.1010068140698878	0	1659
CDK7	0.1025893732906537	0	1725
LRRC1	0.1029934448471525	0	5522
GMIP	0.1031449966774213	0	4005
PRC1	0.1032282169223239	0	7835
KIF14	0.1052718696138748	0	5111
TOP1MT	0.1081492162599375	0	10571
ASPM	0.108714929930287	0	785
MAL	0.1088292073484565	0	5673
IFNGR1	0.1089931667888791	0	4658
NEIL3	0.1106233690120853	-1	6513
FANCE	0.1106949519970018	0	3426
HOXC9	0.1125050503592436	0	4502
TAF3	0.1131893478106116	0	10031
GDI1	0.1145430847874146	0	3881
GORASP2	0.1146842764472244	-1	4061
ARHGAP10	0.1146908154389651	0	627
USO1	0.1166461333325195	0	11097
TAF4	0.1166500830834275	0	10032
PKN1	0.1169601614193308	0	7504
LPAR1	0.1172898931079485	0	5479
ADAM12	0.1182439076511741	0	170
ARHGAP32	0.1188482530919686	0	641
ING2	0.1225247263829559	0	4771
RAD17	0.1232710125030954	0	8220
DEPDC7	0.1242092673843994	0	2599
IFNGR2	0.1244070618626891	0	4659
CHCHD6	0.1253731233700028	0	1846
ARHGEF28	0.1256028256860811	-1	665
FANCG	0.1261305092818768	0	3428
DHFR	0.1264221511896921	0	2625
GRB2	0.126675415198154	0	4161
TAF6	0.1272525981543923	0	10036
SMURF1	0.1273315998857124	0	9524
ACTA1	0.1279266456714247	0	139
RHOC	0.1283130663147964	0	8486
CD46	0.1287089662616422	-1	1628
CLCN6	0.1297457832293873	0	1957
CHAF1B	0.130099033239165	-1	1839
HTR2C	0.1303457764743182	0	4598
AGBL2	0.1306564373599174	0	266
ADH5	0.1315851839156406	0	225
STOML1	0.1320837006693713	0	9878
PIP5K1B	0.1322546786834771	0	7472
CCNB2	0.133651759981809	0	1549
MRPS25	0.1348567870418239	0	6159
FANCF	0.13554873033171	0	3427
MEMO1	0.1359246461668468	0	5885
ARHGAP1	0.1367597129302086	0	626
TAF11	0.1370697453943264	0	10024
KIN	0.1373169011353292	0	5144
GPHN	0.1375073545629265	0	4092
ACVR2A	0.1406945106232077	1	161
KCNA4	0.1416311588043157	1	4976
RAPGEF5	0.1432796617457701	0	8275
JMJD6	0.1447573113142689	0	4934
CCL11	0.1454621841456539	0	1531
CREB3L1	0.1455462047335602	0	2242
FANCD2	0.1456800684524228	0	3425
GNL3L	0.1465553103565584	0	4035
DOK6	0.1468230294228467	0	2795
GRIN2D	0.1477329147886728	0	4184
SP3	0.1478317440364019	0	9634
SMURF2	0.1490609394094673	0	9525
LGI3	0.1495007771303822	0	5401
MRPS14	0.1499234394233586	0	6148
CCNA1	0.1522783922048062	0	1546
ZYX	0.1531919163268053	0	11935
TGM2	0.1533327756837501	0	10253
TGFA	0.1549710430154938	0	10241
PCNT	0.1557594612513829	0	7198
CWC22	0.1564339406505407	-1	2369
CHAF1A	0.1569288623865494	0	1838
BTF3	0.1583212138450986	-1	1143
PPP6R2	0.1583484540963202	0	7824
SCGB3A1	0.1599667324014427	0	8862
DAAM1	0.160122810906524	0	2459
SP100	0.1604931891400291	0	9632
FANCA	0.161131090553433	0	3423
ARHGAP21	0.1613616900013199	0	634
FZD2	0.1616440861157043	0	3760
GTF2H3	0.1622797592541817	0	4236
GTF2F2	0.1627652236730127	0	4234
AKAP13	0.1635002766188699	0	324
APBB3	0.1637967955415114	0	549
DNAJB1	0.163993846286177	0	2732
CD1C	0.1644593420480471	0	1597
ITGB1BP1	0.165168296496196	0	4884
PTPRG	0.1651688582028316	0	8087
C11orf58	0.1652137600085272	0	1177
JAM2	0.1653654657775904	0	4928
HSPG2	0.1664746150447895	0	4589
CD1A	0.1667717918054217	0	1595
PKN2	0.1673145668474223	0	7505
SHC2	0.167643356111204	0	9102
LRFN1	0.1676856844736012	0	5499
ARHGDIA	0.1680887909074053	0	651
PML	0.1684163360525783	0	7613
PCNA	0.1689455922868891	0	7196
NOX1	0.1691775291016298	0	6695
ARHGAP6	0.1694453417130826	0	649
CNTNAP1	0.1695186409157348	0	2087
DVL3	0.1699519160006906	0	2901
PPP1R12A	0.1714065745970639	0	7777
TNS4	0.1716258118534205	0	10556
FHL2	0.1722867684045556	0	3590
ANKRD17	0.1725346855004403	0	461
SIPA1L1	0.1734620086778829	0	9141
LSM5	0.1752629562196817	0	5580
NDFIP2	0.1752893901795393	0	6456
THBS1	0.1753244479174923	1	10270
GUCY1A2	0.1766458273336211	0	4255
GTF2H4	0.177564561644088	0	4237
MMS22L	0.1775670534130892	0	6032
CD1E	0.1781737841012998	0	1599
CCNC	0.1782003495059316	0	1550
PLEK	0.1786489752639743	0	7552
NF2	0.1792799492141809	0	6545
BTC	0.1798381383690255	0	1141
RMDN3	0.1798789201552689	-1	8529
HTR2A	0.180032979945286	0	4596
BAIAP2	0.1801226525344784	0	955
PTK6	0.1804259434910492	0	8063
RND1	0.1806167651823974	0	8543
ATP6AP2	0.1811847882390343	0	860
PTPRZ1	0.181638917798715	0	8099
SNX8	0.1817912156668868	0	9594
TTK	0.1860246105055741	1	10856
CD1B	0.1874648044527579	0	1596
SLC25A23	0.1875258245139399	-1	9258
DDX39B	0.1879386172973152	0	2553
RAPGEFL1	0.1900330538846145	0	8277
FAT4	0.1902549472052399	1	3451
EYA4	0.1904269948551728	1	3284
TAF13	0.1908346013353398	0	10026
ARHGEF12	0.1920815285222	0	657
