gene	p-value	label	index
NELL1	2.5418116362211407e-11	0	6529
SH3GL3	3.879560570483533e-11	0	9088
FES	6.419365989823694e-11	0	3552
ERN1	6.645584362765819e-11	0	3212
MATK	7.751287658533464e-11	0	5770
PTPRK	1.3238523446039068e-10	0	8090
SHC2	1.3300221205894803e-10	0	9102
ANGPT4	1.3811168354585866e-10	0	433
MUC1	1.4527932143579388e-10	0	6253
PTPRD	1.4573132237949968e-10	0	8085
LRIG1	1.528308498279365e-10	0	5505
YTHDF1	2.2613917601788046e-10	0	11430
WNK2	3.5829069340676743e-10	0	11338
SPSB1	4.1722845526122246e-10	-1	9721
PLXNB2	5.435939077874957e-10	0	7604
ANO5	5.470845963045642e-10	0	494
APOB	6.63631831652915e-10	0	566
GLMN	8.684588171162964e-10	-1	3977
PIK3R3	8.83233529237281e-10	0	7458
IGFBP3	8.899962289652345e-10	0	4683
HGF	9.452583276764223e-10	0	4375
CDC42BPG	9.606608392389383e-10	0	1669
CNR1	9.625337329372735e-10	0	2076
QDPR	1.1049020180175799e-09	0	8135
PTPRG	1.1282439455242846e-09	0	8087
CSF1R	1.3085967567284635e-09	0	2286
IGSF21	1.454041405249739e-09	-1	4689
SPSB4	1.565867485819798e-09	0	9723
PTK6	1.757477166580475e-09	0	8063
STX17	2.1180355247796404e-09	0	9896
TTK	2.145978210355291e-09	0	10856
SH3GLB2	2.3189421252878482e-09	-1	9090
EBF4	2.61780415809497e-09	0	2938
PTPN1	2.78492137977887e-09	0	8069
GRB7	2.950045270023824e-09	0	4162
STAP1	3.2307928064927783e-09	0	9829
SH3GLB1	3.660937497940828e-09	-1	9089
CLK4	5.302996108304914e-09	0	2007
CSTA	6.5188784708901424e-09	0	2308
TNS4	7.438153685658988e-09	0	10556
BCAS3	8.351914391011961e-09	-1	989
PHKG1	1.0728478272601309e-08	0	7392
SH2B1	1.1915825564515437e-08	0	9070
DOCK1	1.327096910768892e-08	0	2780
HGFAC	1.3403978265341793e-08	0	4376
ACRV1	1.3753249323258664e-08	0	125
PASK	1.5002538252469638e-08	0	7107
SOCS3	1.5267062455622973e-08	0	9598
ATP2B4	1.6832714825044863e-08	0	855
SEMA4F	1.835345272974509e-08	-1	8954
MAPKAPK5	2.0264953923012946e-08	0	5748
WNT5A	2.238903002153408e-08	0	11349
MKNK2	2.3877982784486345e-08	0	5985
GRB14	2.6281266562480263e-08	0	4160
LGALS9	2.781924456659042e-08	0	5397
DNAJA3	2.9201795469743826e-08	0	2730
SEMA6A	2.922636534723165e-08	0	8958
RAP1B	2.9298852099914417e-08	0	8268
DCN	3.4895892151317164e-08	0	2509
TEC	4.1493882372399924e-08	0	10185
EBF3	5.0560267751667844e-08	0	2937
VAV2	5.6504823163994666e-08	0	11177
SH2D3C	6.017371844736556e-08	0	9075
SHC4	6.142987301047775e-08	0	9104
DNAJC27	6.889145402339151e-08	0	2754
NCK2	6.91754392861583e-08	0	6435
NRAS	8.360850499790479e-08	0	6754
DIRAS3	8.574293792850175e-08	0	2666
EBF2	1.0400305498676725e-07	0	2936
PLG	1.433625526116103e-07	0	7577
PTPRB	1.462564106319629e-07	0	8083
DEAF1	2.6513804709095695e-07	0	2572
PTPRC	2.697250214272609e-07	0	8084
RANBP10	2.706807212195022e-07	0	8258
BEX2	3.6059557009169604e-07	0	1036
SOCS5	3.966274989423527e-07	0	9600
RAP1A	4.914390040462292e-07	0	8267
YES1	5.361352241311005e-07	0	11413
NEDD4L	5.434618172531079e-07	0	6505
HNRNPC	6.035727195593636e-07	0	4456
CRKL	7.381909115688638e-07	0	2260
SEMA6C	7.517907680663482e-07	0	8960
ANGPT2	8.124142859373387e-07	0	432
PLXDC1	8.260079894710076e-07	0	7597
ITGB4	8.430728635260394e-07	0	4889
PDGFRA	1.129363878200625e-06	0	7251
RASSF2	1.2223677909331349e-06	0	8309
FAS	1.3518482138949718e-06	0	3441
STK38	1.5413244826977428e-06	0	9871
PTEN	1.5735760220881098e-06	0	8042
STAT3	1.6064079554435909e-06	0	9843
RIN1	1.826700564880352e-06	-1	8509
PGGT1B	1.8384837314863293e-06	0	7352
KRAS	1.8455617537610509e-06	0	5238
GAB1	2.943388997219704e-06	0	3776
RASGRP2	3.000671181340631e-06	0	8300
MAP4K1	4.290215956510011e-06	0	5724
DMPK	4.5606137237245705e-06	0	2707
FNTB	4.717211509327352e-06	0	3664
LATS1	4.749582221479613e-06	0	5346
PTPRJ	4.847572567003715e-06	0	8089
RALGDS	5.0787897401034736e-06	0	8251
ZNF189	5.227656363154467e-06	0	11621
ARAF	5.8287554159259465e-06	0	604
EPB42	5.832541929726303e-06	0	3151
RASSF5	6.002196991503315e-06	0	8311
SNX2	6.330531528434531e-06	0	9582
EGF	6.4085565653034e-06	0	2996
TWIST1	6.506113377263801e-06	0	10911
SRC	6.850021102883377e-06	0	9738
EIF2B4	6.8510362733297846e-06	0	3027
PTK2B	7.289465930098072e-06	0	8062
RAP1GDS1	8.887822291491222e-06	0	8270
CSNK1G3	9.107567645974412e-06	0	2298
SERPINB5	1.0686789121959882e-05	-1	8991
ICOS	1.084398856522162e-05	0	4629
ELK1	1.0951490985582722e-05	0	3069
BTLA	1.457021798928214e-05	0	1148
TBX2	1.4572755421983983e-05	0	10123
CLK1	1.4870575896509397e-05	0	2004
CBL	1.577525145764882e-05	0	1436
TERT	1.70876895439141e-05	0	10201
MET	1.8476068635747663e-05	1	5894
LBP	1.982646996136307e-05	0	5350
TTBK2	2.1320316021761205e-05	0	10819
RAF1	2.9354601807775285e-05	0	8240
TEP1	3.511478308038235e-05	0	10198
CORIN	3.593434026664063e-05	0	2177
SPATA20	3.900351221241622e-05	0	9654
MAP2K2	3.980085465771983e-05	0	5703
RASA1	4.114149177640883e-05	0	8285
TFF2	4.1245435247754e-05	0	10232
THRSP	4.4505714157510576e-05	0	10288
SH3KBP1	4.741574765016581e-05	0	9091
TERF1	6.753135509193189e-05	0	10199
CSNK1E	7.274601279430289e-05	0	2295
LATS2	7.79691160998396e-05	0	5347
SOS1	9.426834469363572e-05	0	9615
IL18	0.000165123978006	0	4719
EGFR	0.0001666672065583	0	3001
HRAS	0.0001717145471081	0	4527
ANXA1	0.0001910172436681	0	505
CCT7	0.0001940783593604	0	1585
IL7	0.0002129205424109	0	4749
PIK3CA	0.0002232998667791	0	7451
NUP133	0.0002893386288139	0	6851
CSNK1A1	0.0003290879156668	0	2294
MRAS	0.0003378163839317	0	6096
PIK3CD	0.0003765281674742	0	7453
XRCC6	0.0003860525840284	0	11398
SHOC2	0.0003922983766961	0	9113
ZBTB7A	0.0004171827988706	0	11479
BEX1	0.000434248846404	0	1035
IL24	0.0004342710488664	0	4734
RGL2	0.0004383340656088	0	8447
PHB	0.0004732672522866	0	7368
SNAPIN	0.0005109351050284	0	9540
CDK8	0.0005111952462085	0	1726
CRK	0.0005168443408567	0	2259
SPHKAP	0.0005529584324921	0	9680
PIK3CB	0.0006229427060027	0	7452
PRKCA	0.0007640754778903	0	7883
PTPN7	0.0008569294966169	0	8080
PIK3CG	0.0008669956718668	0	7454
GAK	0.0009446257345883	0	3800
TICAM1	0.0010747760970476	0	10299
PAK1	0.001079934021366	0	7051
TNKS	0.0011396353941896	0	10537
S1PR1	0.0011687981666237	0	8790
MAP2K1	0.0011740556723808	0	5702
FCER1A	0.0011967925719095	0	3520
MS4A2	0.0013087101555723	0	6176
CD86	0.001457948532293	0	1644
FOXO1	0.0014685188225804	0	3687
FOS	0.0014751729171339	0	3667
CAT	0.0017437013784951	0	1425
GABRB1	0.0017681987348412	0	3788
BTRC	0.0018019627023083	0	1158
APPL1	0.0018050893725618	0	589
SGK1	0.0019116612177066	0	9057
GRB2	0.0021239380530765	0	4161
ITGB1	0.0022777993409978	0	4883
IL6R	0.0024058312272014	0	4747
IKZF3	0.0024115675618485	0	4700
CHRNB1	0.0024684639745219	0	1901
EIF2B1	0.0025292647677077	0	3024
XRCC5	0.0029433646964515	0	11397
IL7R	0.0029772374757575	0	4750
FOXO3	0.003051577787535	0	3688
MAPK8	0.0032839071377717	0	5740
PDK2	0.0033251314644025	0	7263
F2RL3	0.0034712030943863	0	3297
CTCF	0.0034855322632685	0	2316
UBTF	0.0035222347842677	0	11005
RASGRF2	0.0035421181160006	0	8298
HBEGF	0.003609617410219	0	4307
GALNT12	0.003699750588879	0	3812
CSF2RB	0.0037011134117227	0	2287
CABIN1	0.0037112267822529	0	1305
RASD2	0.003848974164464	0	8292
AMBP	0.0040587483407256	0	397
EIF2B2	0.0040610692721306	0	3025
HAND1	0.0040799672475382	0	4282
ELAVL1	0.0041135615205303	0	3059
TP53	0.0042374625698915	1	10585
SMPD2	0.0045740360685091	0	9515
FOXO4	0.0046982094149714	0	3689
BCL2	0.0047032932440396	0	999
DUT	0.0050849647878893	0	2898
TMOD1	0.0051331398036269	-1	10483
JUN	0.0054986408504906	0	4946
UBR3	0.0056547601998241	0	10999
CD28	0.0057709259043465	0	1611
PPP2CA	0.0058793963399429	0	7804
DNAJB6	0.006306952013446	0	2739
IL6ST	0.0063280344256284	0	4748
MAPK1	0.0066483531571317	0	5733
CXCR4	0.0066485798832277	0	2388
FBP2	0.0076611666044158	0	3465
POLR1D	0.0077578763393295	0	7678
MAPK3	0.0080721156686133	0	5737
ACTA1	0.008161323767737	0	139
RALA	0.0086932179366524	0	8246
HSP90AA1	0.0087562695582392	0	4565
GNA13	0.0093749490712792	0	4013
PIK3R1	0.0096739636206336	0	7456
CITED2	0.0096816257335221	0	1936
APLP2	0.0099596673578538	0	562
GJA1	0.010084102600163	0	3940
FABP1	0.0100935528954132	0	3305
FGF2	0.0102413156623154	0	3570
PIK3R2	0.0107636896167362	0	7457
FZD1	0.0113811307233066	0	3758
WNT1	0.0117712239093687	0	11341
HAND2	0.0119608052905328	0	4283
MYD88	0.0125372038623427	0	6290
ADAP1	0.0135160315897292	-1	203
SMPD1	0.013827736153629	0	9514
RASGRP3	0.0138910639135645	-1	8301
PSMC3IP	0.0139280751042095	0	7998
IL6	0.014004255635275	0	4746
FLT4	0.0142744010109159	0	3635
EIF2S2	0.014350692926703	0	3030
RHEB	0.0145489504798214	0	8479
ITIH1	0.0147310805316204	0	4894
CAMK4	0.0148117256783063	0	1362
EIF1AX	0.0149241560666859	0	3018
SHD	0.0161634152243502	0	9106
LAT	0.0164845898881713	0	5345
TMEM30A	0.0173887442286789	0	10448
SLC2A4	0.0175071571697101	0	9307
TRIO	0.0176651107751226	1	10721
EIF2S3	0.0180787996348012	0	3031
SOD1	0.018970933306544	0	9603
RPS20	0.0193034361068603	0	8681
TFDP1	0.0202407480493215	0	10227
GNA12	0.020394326102676	0	4012
DGKZ	0.020560928121684	0	2619
SLC9A3R1	0.0214054467897029	0	9441
WASL	0.0218668972150988	0	11263
DUSP1	0.0219974789875939	0	2879
TREX2	0.0221135012380766	0	10665
PTGS2	0.0229312560257882	0	8057
NGFR	0.0234555788926037	0	6578
F2R	0.0239073949713303	0	3294
EDN1	0.0244418860037202	0	2962
NGF	0.0244819150122354	0	6577
EIF2AK3	0.0248743004342984	0	3022
CD3G	0.0252548899712203	0	1625
ARHGAP5	0.0257196803698148	0	648
RB1	0.026255949832339	0	8315
EIF4G2	0.0271000553374556	0	3049
MYC	0.0271049180470525	0	6286
APAF1	0.0276377829784706	0	543
NMI	0.0287223286632702	0	6647
EIF4G3	0.0290919695942422	0	3050
CRYBA4	0.0292646254589693	0	2275
ITGAV	0.0295531361262969	0	4881
HIF1A	0.0304571705480384	0	4390
PLD1	0.0308577193494805	0	7546
NFATC3	0.0318055782516178	0	6551
RAPSN	0.031818905486157	0	8279
CAMK1G	0.0328224525133766	0	1358
POLR1A	0.032990434297768	0	7676
CCT4	0.0331877684217944	0	1581
NTRK1	0.033990239126359	0	6811
RPS6KA5	0.034016030618369	0	8692
PCBP1	0.0343295895040324	0	7130
BAX	0.0348654154650483	0	970
AKT1	0.0353106423696498	0	343
EIF2B3	0.0367834772582412	0	3026
PLA2G4A	0.0377925480427495	0	7519
CFLAR	0.0382162755179921	0	1826
VAV1	0.0385932759703084	0	11176
FTL	0.038673169595252	0	3732
CD79A	0.0395360981538227	0	1640
ERBB4	0.0406826404612103	0	3189
SRA1	0.0412735221310058	0	9736
DPF2	0.0424685737276068	0	2805
KHK	0.0425008442625913	0	5085
WASF1	0.0429180108905843	0	11260
BIRC5	0.0431753717953238	0	1054
GNAQ	0.0435009281246817	0	4020
EML5	0.0438781027918718	0	3109
CD3E	0.0442907561311844	0	1624
CD40	0.0445824441289365	0	1626
MAPK7	0.0456775827687989	0	5739
PI4KB	0.0458214724071028	-1	7415
EML2	0.0467247779116387	0	3106
GHR	0.0469187186240366	0	3918
CD79B	0.0471195272365743	0	1641
PM20D1	0.0473510147675208	0	7608
NFATC4	0.0483108834717152	0	6552
CCND1	0.0484982557812546	0	1551
IL2RG	0.0491258347710969	0	4738
NFATC1	0.0492790266129607	0	6548
EIF2AK2	0.0493542050533473	-1	3021
JAK3	0.050216282273643	0	4925
NR1H3	0.0511073000523005	0	6736
ZNF131	0.0516670518677547	0	11603
ENOSF1	0.0518327611186399	0	3126
VARS2	0.0520448707267912	0	11170
EIF2S1	0.053009748088925	0	3029
ARFIP2	0.0531281820044114	0	621
NFATC2	0.0544677668708775	0	6549
AXIN1	0.0548077690411539	0	911
DIAPH1	0.0552733588747044	0	2653
BAD	0.0554322654403719	0	949
FOXA1	0.0558977686000593	0	3671
MUSK	0.0561015735872085	0	6264
SEMA3C	0.0566302131447029	0	8948
NPNT	0.0573423133924789	0	6715
AGT	0.0581598143918951	0	284
PPP3CC	0.0581764860008928	0	7817
POLR1B	0.0590273340878069	0	7677
TMEM186	0.0598063005445333	-1	10427
ILK	0.059959878599061	0	4754
PTPN6	0.0603096473305296	0	8079
GRIN2B	0.0605890834091076	0	4182
GNAS	0.0609604666965742	0	4021
ZNF385C	0.06111030017067	-1	11709
IRS1	0.0616032371631793	0	4850
TSEN54	0.0617953524310717	0	10773
CDK2	0.0618064009408424	0	1714
SLC9A3R2	0.0623609595407387	0	9442
PI4KA	0.063825351052719	0	7414
ATP11A	0.0643541805647704	0	837
NFE2L2	0.0655226682328567	1	6555
CDKN1B	0.0655602394101621	0	1733
RALBP1	0.0666133469308052	0	8247
CACTIN	0.0666631895681479	-1	1331
PFKM	0.067531103510112	0	7337
CALR	0.0675649602657642	0	1353
TMEM107	0.070138766587777	0	10392
NPPA	0.0720905152384805	0	6716
ANKRD46	0.0724169713587693	-1	476
TSEN34	0.0726247107077271	0	10772
ARNT	0.0739714285305459	0	717
ACOX1	0.0742647575068717	0	115
FLCN	0.0761529796645317	1	3622
E2F1	0.0763626938803335	0	2921
HDAC5	0.076746978597573	0	4326
TASP1	0.0769710370205307	0	10072
MRPL11	0.0779765728262974	0	6111
UMPS	0.0784526233185981	0	11047
CREB1	0.0791400492144961	0	2240
JPH1	0.0796395447624933	0	4939
NCOA1	0.0798273289697507	0	6442
DVL1	0.0801523270768506	0	2899
BTK	0.0811920866666017	0	1147
NPDC1	0.0813804426463148	0	6705
SDCCAG8	0.0814063607685112	0	8902
ATR	0.081584450533644	0	886
CBFB	0.0819543971544855	0	1435
HIVEP3	0.0819895875385349	0	4404
MKNK1	0.08230095456235	0	5984
HSD17B4	0.0841994919284006	0	4553
ATP11B	0.0847667058615686	0	838
PPARA	0.0850617775352552	0	7733
F2	0.0850955276301831	0	3293
ATP8A1	0.0857870513606909	-1	880
SMAD5	0.0862487759494699	-1	9476
SP6	0.0868040281764707	-1	9636
CD247	0.086939759538431	0	1606
CAMK1	0.0875252778025808	0	1356
CASP9	0.0881318951068287	0	1420
MED13	0.0882472491140105	1	5852
ITGB3	0.089600515724868	0	4887
NR0B2	0.0900881506286703	0	6732
MAP2K3	0.0915436728895769	0	5704
ATP8B4	0.0915550678960086	-1	883
GATA4	0.09355752474625	0	3846
EIF4A2	0.0938848016282575	0	3043
NKX2-5	0.0939665360201877	0	6618
MAP4	0.0941013910404986	0	5723
HNF1A	0.0956478476449781	0	4446
PIGH	0.0976152157949597	0	7430
INTS10	0.0985844007511853	0	4800
SFXN2	0.0987058536676141	0	9049
SCGB1D2	0.098835734196806	0	8859
MAP2K7	0.0989594027061065	0	5708
SETD2	0.0991731634075459	1	9016
NOS3	0.1000915499093497	0	6688
NCOR2	0.1007155036705128	0	6449
TRIM37	0.1007747775376757	1	10692
PPP3CA	0.1017486508028558	0	7815
STX5	0.103039445455407	0	9902
ROCK1	0.1030604574303907	0	8610
CCNE1	0.1034585635843191	0	1555
PBRM1	0.1038172821151231	1	7123
PLLP	0.1038934584968321	0	7585
CASP7	0.1050110405487392	0	1418
CHN1	0.1057215031879674	0	1882
HAUS5	0.1067126719435844	0	4299
B2M	0.107484729269668	0	917
DCTN5	0.1075718131802647	0	2522
PFKFB4	0.1084962115321357	0	7335
PFKFB3	0.1087617379063843	0	7334
SYK	0.1089305017647655	0	9969
DYNLT3	0.108966419673792	-1	2912
JAK1	0.1089768903590079	0	4924
TGFBR2	0.1093937808855658	0	10248
LCK	0.1094040677818488	0	5355
INPPL1	0.109419497436489	0	4790
MED1	0.1096863330700238	0	5848
PI4K2B	0.1102840729340722	0	7413
NEDD9	0.1105374264867286	0	6507
ADCK1	0.1108026294096201	0	210
CALM1	0.1108456676119038	0	1347
USP7	0.1112846652320176	0	11142
CLDN1	0.111695699523531	0	1961
MTOR	0.1119955971556166	0	6240
DHX16	0.1124437498672496	0	2637
KIT	0.1125618570958232	0	5152
TECPR1	0.1130720083302799	0	10186
RSPH3	0.1130763295676752	0	8734
NXPE3	0.1132923741659285	-1	6884
CARM1	0.1139636477585808	0	1404
TESC	0.1146423336531112	0	10203
EIF4A1	0.1160403913985573	0	3042
PPP3CB	0.1160964310039233	0	7816
OGFOD2	0.1163515440625747	0	6914
PDGFRB	0.1185347297852478	0	7252
SSTR1	0.1197525398941609	0	9793
XIAP	0.1201042503864984	0	11376
PFKP	0.1202131018556733	0	7338
DSTYK	0.1204551452420181	0	2860
IRS4	0.120497010661678	0	4851
STAT5B	0.12062685876515	0	9846
MAP2K6	0.1207355168324029	0	5707
CALM2	0.1213735653312306	0	1348
EML4	0.1220268302025061	0	3108
ARHGEF1	0.1222373001678299	0	653
CDK4	0.1227905501991807	0	1719
BCAR1	0.1232669791619157	0	986
CXCR1	0.1235017151979175	0	2385
TBKBP1	0.1237139470229561	0	10112
ACOT1	0.1237588479948467	0	108
GDPD4	0.1255783438617491	0	3885
DUSP7	0.126927499966104	0	2895
NCF2	0.1275109228277581	0	6432
GBF1	0.1275153249878097	0	3855
INTS7	0.1278393582076302	0	4806
BCL2L13	0.1279908413315416	-1	1004
MAP2K4	0.1284279914964008	0	5705
DUSP5	0.130463914535516	0	2893
STX2	0.1308762534463625	0	9900
PLEKHG3	0.1313649195729084	0	7567
ATG16L2	0.1316224944620625	-1	815
ZNF431	0.1319625316396164	-1	11728
PRUNE2	0.1324964860300074	0	7968
STAG2	0.132749359177108	1	9823
ADCK5	0.1328348071518554	-1	212
ZMAT5	0.1340344090959987	-1	11579
SRF	0.1340641808130532	0	9746
INTS9	0.1340733144083482	0	4807
ACOT4	0.1348029894232666	0	112
DIP2A	0.1350323580464725	-1	2661
VPS33A	0.1356919570394145	0	11219
CUL3	0.1357242235222044	1	2359
ZBTB7B	0.1360135322934391	0	11480
HABP4	0.1365099720860847	0	4274
CDC14B	0.1368589530595049	0	1654
KISS1	0.1370813063100311	0	5150
VSX1	0.1383234683579873	0	11244
CDK16	0.1385863912935001	0	1710
EFNA1	0.1386367294892407	0	2986
CLEC12A	0.1388537588057873	0	1979
YWHAH	0.1391150167584506	0	11436
CDK6	0.1400839993361847	0	1724
NOS2	0.1408385963352327	0	6687
PSIP1	0.1418933738380026	0	7980
VPS18	0.1429877657492834	0	11214
VRK3	0.143189620510827	-1	11236
CEP70	0.1443237240160062	0	1801
GRINA	0.1444492710379799	0	4187
RPS6KA1	0.1447311264620849	0	8690
STAT5A	0.1447519326155906	0	9845
ADCY1	0.1453065659528862	0	213
PIGO	0.1457813276104212	0	7435
PGAM2	0.1466308248579775	0	7342
CASP3	0.1466782100262538	0	1414
IPO4	0.1467204807355447	-1	4815
DPY19L4	0.1467228135505333	0	2827
IKBKB	0.1470030458324914	0	4697
GAB3	0.1472553549510147	0	3778
INTS5	0.1473511033402306	0	4805
KEAP1	0.1475070985908043	1	5079
UBN1	0.1479509155754275	0	10990
COPS7A	0.1480291439044941	0	2164
FADS1	0.1482315901870981	0	3308
SYNRG	0.1485676906545343	-1	9985
MPI	0.1490969377715492	0	6076
RAB1B	0.1495959560189041	0	8162
ASB11	0.1496657450058721	0	756
FPGT	0.149705735587864	0	3696
MXI1	0.1500454340820987	0	6274
GSK3B	0.1501578651218789	0	4212
DUSP4	0.1511345004359526	0	2892
APOA1	0.1519621880571456	0	564
PDPK1	0.1525786421652307	0	7273
COMMD1	0.1530889123322953	0	2143
MDM2	0.1531530292787618	0	5838
PIGL	0.1531719929412062	0	7432
PRKCSH	0.1531954943096518	0	7889
ACOT13	0.1532450814225377	0	111
TRIB2	0.1532477164993534	-1	10669
MYH2	0.1532539522912457	0	6299
MAP3K7	0.1533752501356395	0	5720
ZNF680	0.1534775039119645	0	11828
ZIC1	0.1539137658840527	0	11569
HSPB11	0.1540306217631677	-1	4581
RALGAPA2	0.1544164824746388	-1	8249
ARF5	0.1544443542809044	0	614
PHLDB3	0.1547879901061195	0	7398
IRF9	0.1548557721727037	-1	4848
PIGM	0.1552887335781486	0	7433
PIGP	0.155559858363138	0	7436
AKAP9	0.1556151537953822	1	332
SCGB3A1	0.1563210484603429	0	8862
SMARCB1	0.156882862969684	1	9486
SPCS2	0.1569089552432309	-1	9666
PIGV	0.1574621568850456	0	7441
ERBB2	0.1577022782455667	0	3188
SPICE1	0.1578950245480868	0	9683
STAT1	0.15794106470454	0	9841
DUSP2	0.1581270004439938	0	2887
BCL2L11	0.1592559582830672	0	1002
CYHR1	0.1592975919043232	0	2407
CDK5	0.159610331776675	0	1720
ATP8A2	0.1597668923307368	0	881
CCHCR1	0.159941704021181	0	1526
SPG21	0.1600500264035825	-1	9678
TACO1	0.1601212151029832	0	10015
IMMP1L	0.1601364981766178	0	4757
PPP4C	0.1608865481570618	0	7818
DPH1	0.1617064523564919	0	2807
CMTM7	0.1618082063294746	0	2036
INSR	0.161896155042568	0	4797
ALKBH4	0.1623546245491921	0	380
SOX13	0.1629090036731976	0	9620
ATP9B	0.163363188781113	0	885
TGFBR1	0.163606709620766	0	10247
PIGZ	0.1643958046787387	0	7444
KLHL13	0.1648484429498019	0	5178
ANKRA2	0.165092149010449	0	453
PRR4	0.1652191424393559	-1	7941
PIGA	0.1656755523671452	0	7427
ATP10D	0.165722642734926	0	836
RBM14	0.1658702454192972	0	8330
LSM11	0.1664101983773464	0	5573
NR3C1	0.1667967349485404	0	6745
DUSP10	0.1688190997718353	0	2880
HIRA	0.169293521319542	0	4401
SLC25A40	0.1694719989406576	0	9272
ZMYND11	0.1697211236417725	0	11589
LIMK1	0.1697687560748345	0	5425
RHOA	0.1698936668163554	0	8482
BANF1	0.1700045142557221	0	961
NF2	0.1701101049120627	1	6545
RNF123	0.170319022460837	0	8552
SF1	0.1704978924727682	0	9029
DUSP16	0.1706084326638281	0	2884
DENND2D	0.1707571911684255	0	2589
GPAA1	0.1717434798925394	0	4068
TLN1	0.1720651675708149	0	10344
ATP10B	0.1721435375676708	0	835
PIGS	0.1721490340900398	0	7439
ZKSCAN1	0.1727036423369556	-1	11572
DNASE1L3	0.1729969404100752	0	2765
CCT2	0.1733102146438376	0	1580
CHCHD2	0.1741505991128318	0	1843
LBR	0.1744687942901037	0	5351
TM4SF19	0.1745541173461702	-1	10357
PLSCR4	0.1749182930306482	0	7594
RNASET2	0.1749308899979432	0	8542
SORD	0.174969013450306	0	9612
DDX11	0.1750694158739763	0	2541
GMPPB	0.1751992596429993	0	4008
PFKFB1	0.175671928065641	0	7333
ICMT	0.1757727793252581	0	4628
FCHO1	0.1765094700219232	0	3526
FBLIM1	0.1767252850152654	-1	3457
SFMBT2	0.1776448192286188	0	9039
AASDH	0.1780768598817476	0	12
PRDM10	0.1786008147356415	0	7838
MAP3K15	0.1786173169673303	0	5714
EMC2	0.1786660400844678	0	3093
PQBP1	0.1791971543493116	0	7830
LSM6	0.179273628907697	0	5581
DUSP6	0.1792974602194745	0	2894
ATP8B3	0.180196929595814	0	882
FASLG	0.1802349574725004	0	3442
DNAJC2	0.1802523978985681	0	2750
LYN	0.1803866868338091	0	5615
RPS6KB1	0.1805497891422082	0	8694
ELOVL5	0.1806583943877605	0	3083
RAB12	0.1808542228579008	0	8156
MAP3K4	0.1809644124482639	0	5717
TMEM59	0.1809809854731568	0	10460
MORN4	0.1810077858992649	0	6060
PFKL	0.181103572032157	0	7336
FSD1L	0.1815734734617586	0	3723
AZI2	0.1815985954437766	0	915
HES7	0.1819556665967886	0	4365
C1QTNF6	0.1820403491587157	0	1213
AFF2	0.1821162195994915	0	256
RAB2A	0.1821680437222685	-1	8172
TOMM34	0.1822647533519678	0	10565
USP27X	0.1826338549285832	0	11115
TSC2	0.1826776167931652	0	10766
PDS5B	0.1829508577014105	0	7277
PIGQ	0.1830814865006995	0	7437
ARL5A	0.1831794853913153	0	697
PIGG	0.1832825159784737	0	7429
ATP6AP1	0.1837566462785864	0	859
FAM98A	0.1840213561787121	0	3418
ATP10A	0.1842798178621384	0	834
NDUFS1	0.1847166965011696	0	6489
SOX9	0.1849554485248926	0	9630
DNAJB2	0.1851835069838556	0	2736
ARV1	0.1861505469390524	0	748
NET1	0.1862260351578077	0	6533
