gene	p-value	label	index
MAPKAPK2	1.3956069681976775e-11	0	5746
PPP3CC	2.1221339942175723e-11	0	7817
MAP2K3	2.912471413502523e-11	0	5704
STAT3	3.112596244736827e-11	0	9843
MAP4K4	3.819157479438252e-11	0	5727
MAP4K2	4.4995685287081164e-11	0	5725
SIN3A	4.5763401103300516e-11	0	9138
PRKCD	6.126412657414462e-11	0	7884
CARM1	1.0897514648640876e-10	0	1404
MAPK7	1.1143878181307835e-10	0	5739
CALR	1.1302802662948387e-10	0	1353
CAV1	1.190907419435355e-10	0	1431
PLA2G4A	1.205217560101853e-10	0	7519
PRKCE	1.3108912159333204e-10	0	7885
MAP4K1	1.3110544882047048e-10	0	5724
BCL2	1.364788803952397e-10	0	999
MAP3K8	1.3786040565093448e-10	0	5721
MAPKAPK5	1.4844760509790052e-10	0	5748
STAT5A	1.5965680434048906e-10	0	9845
ARRB1	1.8010644655534837e-10	0	729
CD3E	1.8213143758801314e-10	0	1624
SMURF2	1.9285075563204063e-10	0	9525
IRAK2	2.0094912110740314e-10	0	4835
MKNK2	2.0722770179986088e-10	0	5985
CDKN1B	2.1796440153279168e-10	1	1733
GNAQ	2.542342342638424e-10	0	4020
BTK	3.3616368048003556e-10	0	1147
PTK2B	3.76202410470017e-10	0	8062
MAPK9	4.5488021319550675e-10	0	5744
DNAJB1	4.626021008110585e-10	0	2732
SYK	4.712039801982957e-10	0	9969
NFATC2	4.71597875781195e-10	0	6549
CASP9	4.93404788927344e-10	0	1420
SOD1	5.680328298881126e-10	0	9603
PTEN	6.836966690937994e-10	0	8042
NFATC1	7.077332652556662e-10	0	6548
GNAS	7.199784763466345e-10	0	4021
BAD	7.397556743512474e-10	0	949
ETS1	7.433925374682885e-10	0	3238
RAP1B	7.57215062233991e-10	0	8268
HDAC5	8.330205999648305e-10	0	4326
PTPN6	9.086715841152887e-10	0	8079
VCL	9.567768809652123e-10	0	11181
RPS6KA5	1.030916988926306e-09	0	8692
CD247	1.058039158918031e-09	0	1606
CDK6	1.186033147423994e-09	0	1724
PML	1.386752269994249e-09	0	7613
CAPN1	1.4552267342206168e-09	0	1378
ROCK1	1.6989234965336e-09	0	8610
IRS1	1.7187366483656383e-09	0	4850
ERBB2	1.8626457461809475e-09	1	3188
MAP3K6	1.883191941529633e-09	0	5719
TFDP1	2.039756747950174e-09	0	10227
CBL	2.147298454099363e-09	0	1436
RASA1	2.1765976201391833e-09	0	8285
ZAP70	2.890880600865506e-09	0	11444
RPS20	3.310836230604253e-09	0	8681
SIRT1	3.479144844559384e-09	0	9147
MAP3K11	3.51071323607297e-09	0	5711
CRKL	3.5292071379464693e-09	0	2260
INSR	3.72821816342435e-09	0	4797
CFLAR	4.085454353869943e-09	0	1826
CAPNS1	5.475132218860266e-09	0	1391
NOS3	5.674143455221426e-09	0	6688
MAP3K4	6.221815016157412e-09	0	5717
NCF2	6.470366916769384e-09	0	6432
STAT5B	6.5633753431507935e-09	0	9846
DIRAS2	7.431259548098913e-09	0	2665
RPS6KB2	8.186409880605885e-09	-1	8695
JAK1	8.654507753777785e-09	0	4924
EZR	9.707636094642409e-09	0	3287
ADCY1	1.0042021916518016e-08	0	213
CAMK1	1.0259220749846534e-08	0	1356
F2	1.0333462427521926e-08	0	3293
CCNE1	1.108947480171425e-08	0	1555
APAF1	1.3526554646897638e-08	0	543
LIMK1	1.671597603504863e-08	0	5425
IL6	1.7460345186496332e-08	0	4746
ACTN2	2.0712429956246128e-08	0	148
EGF	2.1547808282496212e-08	0	2996
ETS2	2.347810575098889e-08	0	3239
SRF	2.571727983694453e-08	0	9746
PGR	2.6796887367701144e-08	0	7361
RPS6KA4	2.6903964954403253e-08	0	8691
NFATC4	2.8402017230581288e-08	0	6552
CDC25C	2.9639154090417532e-08	0	1661
VAV1	3.78330072226873e-08	0	11176
MAP3K2	5.0475422453411214e-08	0	5715
RALA	6.571351565016853e-08	0	8246
ERBB4	7.181124987373547e-08	0	3189
GAB1	7.82451069545343e-08	0	3776
PRKCQ	8.229393620388885e-08	0	7888
HCK	8.482254852305316e-08	0	4315
SP100	8.699078613961406e-08	0	9632
BCAR1	8.74209752591598e-08	0	986
EIF2B3	9.950213605374158e-08	0	3026
MAP4K3	1.1580079641840188e-07	0	5726
CD3G	1.18085371064061e-07	0	1625
RHOQ	1.222155014188551e-07	0	8491
NFATC3	1.349672218722695e-07	0	6551
MAP2K5	1.4186130071014361e-07	0	5706
RAP1A	1.5203470792234486e-07	0	8267
MAP3K10	1.700138803970944e-07	0	5710
AGT	1.700702468326196e-07	0	284
KHDRBS1	1.8043524904402365e-07	0	5082
RBL1	1.8313888699631053e-07	0	8325
GRIN1	2.087378406883356e-07	0	4180
HIF1A	2.093162437234662e-07	0	4390
ARAF	2.11611244006836e-07	0	604
PDGFRA	2.264837891276344e-07	0	7251
GATA4	2.3675981630355086e-07	0	3846
TLN1	2.375175852087553e-07	0	10344
ACVR1	2.4278686620888254e-07	0	158
PRKCG	2.513179329113739e-07	0	7886
ACTN1	2.779383953714963e-07	0	147
CDC25A	2.9905829873578285e-07	0	1659
NKX2-5	3.09945533293919e-07	0	6618
ARNT	3.1111039827524685e-07	0	717
KRT18	3.887971507104294e-07	0	5253
SIN3B	3.941311827774871e-07	0	9139
MAPKAPK3	3.9522070692839394e-07	-1	5747
MAP3K12	4.012609575863521e-07	0	5712
MAPK4	4.302390336341097e-07	0	5738
DIRAS3	4.327229924300803e-07	0	2666
RALBP1	5.045260649283302e-07	0	8247
SLC2A4	5.424097093450761e-07	0	9307
PTPRJ	5.660242977275871e-07	0	8089
PRKCI	5.791031259918739e-07	0	7887
NGFR	5.80087138049349e-07	0	6578
NKIRAS1	6.088501281396705e-07	0	6613
MAP3K9	6.135549866825322e-07	0	5722
MLH3	6.1480013860608e-07	1	5997
RND2	6.195562749104145e-07	0	8544
RAB20	6.389288691890463e-07	0	8163
CD79A	6.564042745448583e-07	0	1640
RASL12	6.915710337222398e-07	-1	8307
CAPN2	6.916940461289556e-07	0	1384
STX17	7.306061919830258e-07	0	9896
E2F4	7.711416691853198e-07	0	2924
NKIRAS2	7.868268257332706e-07	0	6614
ZYX	8.301042905326632e-07	0	11935
FGF2	8.524333007431029e-07	0	3570
CD79B	9.051282416305688e-07	0	1641
LAT	1.0804462828039827e-06	0	5345
RHOB	1.2154518378203255e-06	0	8483
FNTB	1.287510814751155e-06	0	3664
MYH2	1.3272565023779594e-06	0	6299
EIF2S2	1.3715203618535091e-06	0	3030
RASL11A	1.4319015239147203e-06	0	8305
EIF2S3	1.587257297488561e-06	0	3031
DIRAS1	1.6832768089345124e-06	0	2664
CAMK4	1.7871450765489591e-06	0	1362
NPPA	1.826756440044864e-06	0	6716
GHR	1.84715264663149e-06	0	3918
RHEB	1.9669167752971626e-06	0	8479
CTNNA1	2.0871148976433643e-06	0	2325
MAP3K13	2.4547717645837555e-06	0	5713
IL2RG	2.492327924389796e-06	0	4738
CXCR4	2.9026662783985816e-06	0	2388
CSF1R	3.1035487586235294e-06	0	2286
LGALS1	3.7058080840233576e-06	0	5389
EIF2S1	4.534245564991343e-06	0	3029
JAK3	4.636652980412554e-06	0	4925
NMI	5.356470227430655e-06	0	6647
RASSF1	5.596961361968943e-06	0	8308
SOCS3	6.409243888485964e-06	0	9598
HMGN1	6.661588307702588e-06	0	4437
PPP1R13B	6.808386304231635e-06	0	7779
CAMK1G	7.377716255409312e-06	0	1358
DIAPH1	7.604316765920232e-06	0	2653
RAP2B	1.2872682383480098e-05	0	8272
RACGAP1	1.3080428263476836e-05	-1	8218
EIF2B2	1.4377624141383716e-05	0	3025
RHOD	1.4437167941346518e-05	0	8487
EDN1	1.518438298987334e-05	0	2962
F2R	1.5533416289501313e-05	0	3294
RASSF2	1.636806140697436e-05	0	8309
BUB1	1.6888362132690732e-05	0	1159
GRIN2D	1.7631130881308698e-05	0	4184
PTPRB	1.7966927988195287e-05	0	8083
KCNA3	1.8885311876443216e-05	0	4975
SPRY2	2.3174345808583664e-05	0	9716
GNA11	2.3538370392129003e-05	0	4011
EGR1	2.360723954421427e-05	0	3003
CDC25B	2.4415939774054328e-05	0	1660
TBXAS1	2.6214861635946813e-05	0	10131
KCNA1	2.816900624210168e-05	0	4974
RABGEF1	2.9404061095564905e-05	0	8209
FOXO3	2.946915685517738e-05	0	3688
FGR	3.121848924741615e-05	0	3586
FLT4	3.23467001106898e-05	0	3635
NGF	3.2996483711326575e-05	0	6577
ARHGEF1	3.738872400617742e-05	0	653
FBP2	3.882335570951935e-05	0	3465
CSF2RB	4.264691994624795e-05	0	2287
NTRK1	4.3928736235973625e-05	0	6811
DDX20	4.786519306130164e-05	0	2546
IL6ST	5.669646313109911e-05	0	4748
TDRD7	5.862361601946451e-05	0	10178
ELAVL1	5.922232583739144e-05	0	3059
TTC1	6.730181358290038e-05	0	10820
CAP1	7.101475047546337e-05	0	1375
ABL2	0.0001026711923857	0	67
PLD1	0.0001124126534163	0	7546
HAND2	0.0001156957344883	0	4283
EPO	0.0001252565594453	0	3174
HAND1	0.000132415549619	0	4282
ARHGAP5	0.0001374417710284	0	648
HBEGF	0.0001557457613853	0	4307
ADAM12	0.0001580283635952	0	170
AGTR1	0.0001693298342838	0	286
CSF1	0.0001694598256709	0	2285
EPOR	0.000177220639399	0	3175
DOCK1	0.0001816465916691	0	2780
MS4A2	0.0001871278349654	0	6176
RAP2C	0.0001887986183287	0	8273
MMP9	0.0001966940873427	0	6029
HGF	0.0002218926103477	0	4375
HOXA7	0.000226082424195	0	4486
CXCR3	0.0002415895662036	0	2387
RECK	0.0002600597816662	0	8399
DGKZ	0.0002712954051594	0	2619
MMP14	0.0002848142230827	0	6018
EIF1AX	0.0003027674329519	1	3018
MAL	0.0003029723996574	0	5673
BRAP	0.0003151972681528	0	1098
PAX3	0.000332386187892	0	7114
KRAS	0.0003617267195646	1	5238
TIAM1	0.0003767440067203	0	10298
MUTYH	0.0003936489178031	0	6265
CAT	0.000414597102484	0	1425
EIF2B1	0.0004224635247536	0	3024
FOXO4	0.0004442030952255	0	3689
PTPN7	0.0004512341116057	0	8080
TIMP2	0.0004534307522671	0	10323
FCER1A	0.0004983415257512	0	3520
GNA15	0.0005042304422535	0	4015
IKZF3	0.000530115976775	0	4700
SPRY1	0.0007493522358896	0	9715
NF1	0.000803622607423	1	6544
GRB10	0.0008292879455817	0	4159
IL6R	0.0014187263426402	0	4747
RASSF5	0.0015574044092068	0	8311
SOS2	0.0015725899268697	0	9616
ICMT	0.0015871086428431	0	4628
NOX1	0.0022093442858073	0	6695
PIK3CD	0.002839415652265	0	7453
TLR9	0.0033792067071707	0	10351
F2RL3	0.003907294214732	0	3297
CUZD1	0.003926081670575	0	2368
TIMP3	0.0046289511363277	0	10324
PRAM1	0.0046453709128769	0	7831
RASGRP2	0.0047240205683135	0	8300
SPRY4	0.0048402631688742	0	9717
GSK3A	0.0056274011186741	0	4211
RABAC1	0.0059596458106906	-1	8204
TFF2	0.0060809133150103	0	10232
RALGDS	0.0061744182665926	0	8251
PDE6D	0.0063795556769301	0	7242
MDH1	0.0066567156431364	0	5833
NRAS	0.0069636264405962	1	6754
PDGFB	0.0072409213771852	0	7248
ETV3	0.0074197293891443	0	3241
EIF2B4	0.0077914435341266	0	3027
GREB1	0.0082322640554897	0	4163
CCL11	0.0084885471503715	0	1531
IL24	0.0088402006733748	0	4734
EIF4G2	0.00979081718413	0	3049
ARHGAP4	0.0098713547302696	0	646
CCDC180	0.0101358200421847	0	1486
PTPRR	0.0102711229750639	0	8095
RIN1	0.0105784122583941	-1	8509
RASGRF1	0.0110089161316902	0	8297
DEAF1	0.0111697432760868	0	2572
CABIN1	0.0112208353618409	1	1305
RGS14	0.0115276479966453	0	8463
RAP1GDS1	0.0118372078801601	0	8270
ARF1	0.0126017381809053	0	612
AP2A1	0.0126139924939821	0	526
EIF4A1	0.0127221432753768	0	3042
RGS12	0.0131080070178521	0	8461
RASGRP1	0.0152239932173909	0	8299
EDNRA	0.0153575483263177	0	2965
STRADA	0.0158462536000569	0	9883
GCH1	0.0160565105156888	0	3865
GPSM2	0.0160787751377138	0	4148
RANBP10	0.0161579278981954	0	8258
CCT4	0.0162335859005197	0	1581
PDGFRL	0.0169841789316921	0	7253
EEA1	0.0172814761535015	0	2966
ATP6V0A2	0.0173406014184892	0	862
GRB14	0.0175447545505892	0	4160
PEBP1	0.0176982291438337	0	7294
ACO1	0.0177664010186933	0	106
SLC7A1	0.0178727527907369	0	9424
RNF115	0.0181763768896498	-1	8551
MTOR	0.0184407735564442	1	6240
PARP1	0.021842784091052	0	7092
EIF4G3	0.02221889303479	0	3050
RICTOR	0.0225593580229125	0	8501
SNX17	0.023065917569177	0	9579
EIF4A2	0.0239007154292098	0	3043
TAF1	0.0249134011232513	0	10023
UXS1	0.0260140534010726	0	11158
PKN2	0.026057898634118	0	7505
ANGPT2	0.0265659536174226	0	432
PAK6	0.0274882510611159	0	7056
AKT3	0.0275341982093638	0	346
XIAP	0.0287530808454203	0	11376
BID	0.0291123127157368	0	1049
PPA1	0.0305528037854795	-1	7730
MAPT	0.0307046053344577	0	5752
VAV2	0.0311244770935944	0	11177
AKT2	0.031678303030966	0	345
CXCL1	0.0335095073144622	0	2378
BPGM	0.0353871556338217	0	1092
RGL2	0.0358749384136263	0	8447
NFKBIB	0.0360448424318399	0	6563
PDK2	0.0363396782872026	0	7263
WNT1	0.0378278735022368	0	11341
CASP6	0.038037917936977	0	1417
ANGPT4	0.0390273270012804	0	433
NR2F2	0.0401817676486134	0	6743
MAP3K1	0.0405165430133113	1	5709
FZD1	0.0405951788639535	0	3758
XRCC6	0.0406025510644602	0	11398
TRIM13	0.0413730263091819	0	10672
BDKRB2	0.0418277818364251	0	1020
CASP7	0.0421644485320256	0	1418
TERF1	0.0424138456133482	0	10199
HMOX1	0.0439434711007188	0	4443
RASL10B	0.0439507916761412	0	8304
RAB3D	0.0443556970375842	-1	8186
RYR2	0.0445617476867797	0	8780
PRKAR2B	0.045036579081473	0	7882
PI4K2B	0.0453295937502637	0	7413
CASP3	0.0453670966576478	0	1414
PRKAR1B	0.0460549472815663	0	7880
SOAT2	0.0461410774183556	0	9596
PEA15	0.046312461745145	0	7292
RPS6KB1	0.046652632505835	0	8694
BIRC5	0.0473957215573459	0	1054
PDE3B	0.0479345024243481	0	7235
CHUK	0.0481931721350351	0	1919
PRKCZ	0.0482126188448693	0	7890
PABPC1	0.0485407650789534	0	7022
PDE3A	0.0489899365528059	0	7234
GFAP	0.0495252573124668	0	3896
GJA1	0.05017613334027	0	3940
RPA1	0.0511076312290777	0	8623
BAX	0.0516039279231589	0	970
PRKAR1A	0.0521042542524114	0	7879
THEM4	0.0521872032307028	-1	10275
SERPINB5	0.0524092206352973	-1	8991
PFKL	0.0528427019187895	0	7336
GATA2	0.0543557423018862	0	3845
AP2M1	0.0543888052702985	0	529
ATM	0.0551335643347591	0	830
ANXA1	0.0554840289603475	0	505
NCOA4	0.0556760813648928	0	6445
ILK	0.0562314311159033	0	4754
PDE2A	0.0594692703918745	0	7233
PRKACB	0.0611997868183293	0	7875
FHL2	0.0612056528340516	0	3590
CREBBP	0.0617556740087346	0	2247
PLXNB1	0.0626539376052211	0	7603
PLXNA1	0.0628541944076527	0	7599
SRR	0.0657883582661719	0	9762
TSC2	0.0665804386231011	0	10766
MAPKAP1	0.0667292605937223	0	5745
RB1	0.0668138271399895	0	8315
CHN2	0.066827171318855	0	1883
SIRT6	0.0669993989626956	0	9152
STAT6	0.0677657518225397	0	9847
EIF3A	0.0685825159226207	0	3032
CARD11	0.0688890412241609	0	1399
PRKAR2A	0.0690895058553748	0	7881
MDM2	0.0698993793494315	0	5838
DVL2	0.0699892808946111	0	2900
PDPK1	0.0712653150968575	0	7273
MYC	0.0714536486408484	0	6286
NR3C1	0.0723470617970528	0	6745
EPSTI1	0.0733042811323014	0	3183
ITPR3	0.0740432317941384	0	4911
EP300	0.0745784278046766	0	3143
CASC3	0.0771077689903979	-1	1407
SH2B2	0.0779117117902105	-1	9071
CHRM1	0.0796288789523766	0	1892
EIF2AK2	0.0801158684628072	-1	3021
DPF2	0.0807656338981961	0	2805
INPPL1	0.080836330063281	0	4790
SMPD1	0.0818971352224954	0	9514
IL4R	0.0824328017686019	0	4743
AXIN1	0.0835929537020744	0	911
PFKFB1	0.0851738193732587	0	7333
ELK1	0.0890963806636545	0	3069
ZHX2	0.0900760542754337	0	11567
SMPD2	0.0901424448514466	0	9515
SPR	0.0904895064872579	0	9707
ZDHHC21	0.0922911860161332	0	11523
APPL1	0.0929763055515269	0	589
FOXO1	0.0932787514955957	0	3687
ARFIP2	0.0935774282284405	0	621
PAK1	0.0947300817105337	0	7051
ZBTB7A	0.0951744818260029	0	11479
FOS	0.0963532574731131	0	3667
PHLPP1	0.0972314227959391	0	7399
XRCC5	0.0985319789532063	0	11397
PFKM	0.0991585401268086	0	7337
EEF2K	0.1000292615164977	0	2973
MRC2	0.1001009489739366	0	6097
DVL1	0.1006423505635562	0	2899
TPM4	0.1017875080724465	0	10604
PFKP	0.102272587238612	0	7338
SULT4A1	0.1036588208511886	0	9929
SORBS2	0.1071147298793108	0	9608
JAG1	0.1077587100516218	0	4922
IGFBP3	0.108162743563731	0	4683
CAMKK2	0.1099335890622176	1	1363
RASIP1	0.1104461014099216	0	8303
MAPK14	0.1107555352895369	0	5734
WNK4	0.111254158950094	0	11340
MYD88	0.1120310852487881	0	6290
TERT	0.1122499115269066	0	10201
THRSP	0.1127620599775979	0	10288
PREX1	0.1128340313420123	0	7859
ARHGEF6	0.1180713424104443	0	671
HSP90AA1	0.1184981534574616	0	4565
AR	0.1197781124760273	0	603
CLIP3	0.1212792741612546	0	2003
SH3RF1	0.1219318557342998	-1	9094
SHC1	0.1219690471052171	0	9101
PTCH1	0.1224237431024589	1	8035
APC	0.1252434589345696	0	550
AKT1S1	0.12582745288878	0	344
DDX1	0.1265275184445278	0	2539
TNKS	0.1265338225656381	0	10537
RUNX2	0.1266722793032265	0	8765
EIF4G1	0.1291583675495529	0	3048
POLR2F	0.131726053260368	0	7683
PPP6R2	0.1332414085681205	0	7824
ASXL1	0.1341838868774874	0	792
PFDN6	0.1362519731087111	-1	7332
SRC	0.136720225094362	0	9738
DDX5	0.1370878391358628	0	2561
RASL11B	0.1383994853740283	0	8306
ITGB3	0.1401678366581093	0	4887
PRG2	0.1445391170999101	0	7862
PPARGC1B	0.146224185581244	0	7736
RBBP7	0.1463959620582702	0	8319
ST14	0.1464452310309424	0	9800
PHLPP2	0.147069571178858	-1	7400
S1PR1	0.1472271077677415	0	8790
RAPSN	0.1479816169407821	0	8279
PWWP2A	0.148568893714193	0	8117
KAT6A	0.1512648862926482	0	4959
HIC1	0.15168996513461	0	4387
RASGRP4	0.1541397644057022	0	8302
MLXIPL	0.1545048224138164	1	6006
TTC3	0.1564839817314683	0	10835
PPM1D	0.1574473851595471	1	7762
E2F6	0.1581483897666777	-1	2926
SETD1B	0.1591280603429022	1	9015
MORF4L1	0.1595994412790242	0	6056
SETD2	0.1604076424126664	1	9016
DNMT3A	0.1612973595419024	1	2775
MUSK	0.1646802749691299	0	6264
LSM5	0.1651986753261321	0	5580
LBP	0.1657807310796895	0	5350
PTBP3	0.1662480784202595	-1	8031
RET	0.1672958024525805	1	8419
KIT	0.1684113170245791	0	5152
DCC	0.1685843893126963	0	2498
SMARCB1	0.1689819181706531	1	9486
BTF3	0.1692377563964835	-1	1143
KMT2D	0.1717053438209447	1	5224
SPHKAP	0.1720129303628906	0	9680
TAF12	0.1728634576153859	0	10025
RGL1	0.1730660530163942	0	8446
USO1	0.175092002175179	0	11097
ADSL	0.1753613056539611	0	249
GADD45G	0.1756698455168254	0	3797
CORIN	0.1767115136833985	0	2177
RELB	0.1767200868879653	0	8408
DCTPP1	0.1792985987052304	0	2524
FZD6	0.1804436580071204	0	3764
AKT1	0.1806853451437296	0	343
GRB2	0.1813771846854551	0	4161
MED8	0.1816705373538514	0	5870
KIF7	0.1825695293882456	0	5141
CCT7	0.1825822509405157	0	1585
MAPK8	0.1826245426021103	0	5740
ELMO1	0.1844016067012133	0	3075
SF3B1	0.186276550997117	1	9033
AHSG	0.1868096662606748	0	299
ZBTB17	0.187554803829038	0	11453
MSH5	0.1902863936241209	1	6189
CEP97	0.1902895039371903	0	1809
KHSRP	0.1911750725313131	0	5087
IRF9	0.1916072268874323	-1	4848
DDAH1	0.1918069288270377	0	2529
SRRM2	0.192720460620927	0	9763
SERTAD4	0.1932915532377381	0	9007
NF2	0.1935480354661141	1	6545
LLGL1	0.1989915580107989	0	5445
CHEK2	0.2003285649708628	1	1858
LTBP2	0.2004569548224143	1	5590
MLH1	0.2028491488086434	1	5996
ZFP36L1	0.2040835417066486	0	11545
TG	0.205172694603045	1	10239
RHPN2	0.2070339298731826	1	8496
KIFC3	0.20750179249853	0	5143
ANAPC10	0.2089940506646116	0	423
GTF2F2	0.2091309133625056	0	4234
ACTA1	0.2094069837072092	0	139
DDX24	0.2101008772967914	0	2549
PKN1	0.2106817936732605	0	7504
RHEBL1	0.2107895116774281	-1	8480
METAP1D	0.2115030985059255	0	5896
LPAR4	0.2134067946782781	1	5482
EEF2	0.2135215589883217	0	2972
NFKBIE	0.213986063812553	0	6564
PINK1	0.2147642237462003	0	7467
FKBP10	0.2169039392076518	0	3608
SENP3	0.2185403116016367	0	8965
COPZ1	0.2191414916905143	0	2167
POLR3A	0.219265297761989	0	7690
ILF3	0.2194740566726846	0	4753
CDC14B	0.2198899088445858	0	1654
NBR1	0.2206536133139019	0	6416
GLI2	0.2207293210972629	0	3969
TAF4	0.2207661204510789	0	10032
GLI3	0.2210562753082153	0	3970
AMER1	0.2211081894320719	0	402
BLOC1S6	0.2213744165765375	0	1062
CWC22	0.2220036888439747	-1	2369
MYL12A	0.2227081242195096	1	6307
ANKRD52	0.2243063651050233	0	479
TSPYL2	0.2251076701303072	0	10805
HDAC3	0.2259887384583435	0	4324
SRPK3	0.2261373828093043	0	9758
TEP1	0.2274332564742861	0	10198
RPN1	0.2276389936619258	0	8663
WWC1	0.2280836609641303	0	11364
SMYD3	0.2282782499323598	0	9528
MAD2L2	0.2289158704499	0	5644
FANK1	0.2299888483549763	1	3432
SMU1	0.2300002175285188	1	9523
TRMT61B	0.2301846411455732	0	10742
TAF3	0.2311737545391923	0	10031
ROR1	0.231330756927411	0	8615
POLE2	0.2320337699612495	0	7666
ZNF346	0.2321033537516436	0	11694
UBL7	0.2324250017269729	0	10988
CXXC1	0.2327518560370159	-1	2390
EEF1A2	0.2329753825263651	0	2968
POLR3B	0.2330229912375052	0	7691
MTHFD2	0.2337200260286238	-1	6221
ZEB1	0.2345401713766832	1	11532
MOB1B	0.234849051821347	-1	6040
POLR3E	0.2351113213068907	0	7694
STX5	0.235952502054943	0	9902
TAF13	0.2361827603675036	0	10026
PSIP1	0.2372292571380999	0	7980
ITGAV	0.2383014280024448	0	4881
DNAJC11	0.2418991974473177	0	2744
DDX52	0.2420903042856179	0	2564
IBTK	0.2426933439305719	0	4621
AMOT	0.2430405559348195	0	413
MOB1A	0.2430690239783734	-1	6039
PLEKHO1	0.244681820991138	0	7576
IFT140	0.2447833305833484	0	4664
ADCK1	0.2453589033732513	1	210
NLK	0.246651040215918	-1	6626
SNCB	0.2467060399695291	0	9542
VPS26A	0.2471572329222857	0	11216
CDC6	0.2478582449248633	0	1675
LMTK2	0.2478637336407703	0	5465
TTK	0.2482959879712529	0	10856
WNT3A	0.2490284212646203	0	11347
TAF7L	0.2492687374299673	0	10039
PPME1	0.2493376351895878	0	7771
TNRC6A	0.2499053249552277	1	10553
GTF2H3	0.2505170874043194	0	4236
XRCC2	0.2507347616888807	0	11394
TNFAIP1	0.251006303500056	0	10505
VIP	0.2510990704875853	0	11199
TFDP2	0.251571979417698	0	10228
TAF11	0.2521997262766403	0	10024
DDX56	0.2522385038223886	0	2567
ENGASE	0.2523294657207374	-1	3122
BORA	0.2534715944752748	0	1091
TSHR	0.2542683605470955	1	10776
EIF4E3	0.2561240983552389	0	3045
STAG1	0.2566576244125919	0	9822
PHF20	0.2567191292720822	0	7380
ARF5	0.2569409878216246	0	614
MED31	0.2569933224264255	-1	5867
EIF6	0.2573755675285037	0	3055
ARIH1	0.2591803362604568	0	683
MYB	0.259583739222952	0	6278
DDX42	0.2595868773332668	0	2556
TAF5	0.2610938670854228	0	10034
UBR5	0.2612487187557419	0	11001
FUS	0.2614096575375982	0	3741
ANKRD44	0.2615100198331679	0	474
WRN	0.261556404348459	0	11357
CRTAM	0.2621899512374773	1	2269
NSUN4	0.2624909794491684	0	6787
REPIN1	0.2627847514853028	-1	8415
GTF3C2	0.2628068480935177	-1	4241
ETF1	0.263354701833016	0	3230
DNAJB2	0.2641004305332771	0	2736
ANAPC7	0.2642889218578361	0	428
TOP3B	0.2644199860112544	0	10575
POLR3D	0.2644664844873917	0	7693
ADRM1	0.2648000934970042	0	248
SNRPC	0.2658732059378831	0	9560
