gene	p-value	label	index
SHC1	7.283953337248517e-08	0	9101
PRKCA	8.496339455353876e-08	0	7883
PIK3CG	1.2608002407272538e-07	0	7454
GCDH	1.935200441284856e-07	0	3863
YOD1	2.1020048870092346e-07	0	11423
LAT	2.429791401401437e-07	0	5345
CD79A	2.484042213358327e-07	0	1640
ASPSCR1	3.821788247820124e-07	0	787
PTPRC	4.360255468043543e-07	0	8084
ABCD1	4.561938448176501e-07	0	37
NOS2	4.6085957568160244e-07	0	6687
DPP9	5.069056151428504e-07	-1	2821
FAF1	5.584731352476046e-07	0	3312
CD247	5.645912196045445e-07	0	1606
UBXN7	8.232969708755589e-07	0	11013
ITGB2	9.716899561376818e-07	0	4886
PDIA5	1.1753217162375957e-06	0	7260
ABCE1	1.5835022697807224e-06	0	41
B2M	1.6445578704981811e-06	0	917
ATP6V1C1	1.7069247456052571e-06	0	871
AHCYL2	1.7129733947667014e-06	0	292
ATP6V1B2	2.0082848341413306e-06	0	870
TXNL1	2.1248714466051e-06	0	10925
NR3C1	2.8572242861328103e-06	0	6745
IL12RB2	3.019718888799432e-06	0	4711
PLIN3	3.061871404473042e-06	0	7579
CD3G	3.2530124657953824e-06	0	1625
ETV5	3.6316469587378567e-06	0	3242
BUB3	4.548073212833937e-06	0	1161
ABCC1	4.871892296299313e-06	0	31
CMAS	6.833719770440181e-06	0	2028
ABCF1	6.84856608738217e-06	0	42
IL12RB1	7.514778066280018e-06	0	4710
PIK3R1	9.286765599216763e-06	0	7456
SEMA6A	9.43112606720114e-06	0	8958
AP1M1	9.50895588984888e-06	0	522
UBXN11	1.237325564314924e-05	0	11008
LCK	1.2483849514268754e-05	0	5355
RAD17	1.2719251795572533e-05	0	8220
ATP6V1B1	1.503783557010912e-05	-1	869
TAP2	1.504795373272268e-05	0	10057
ABCD2	1.5125267723374174e-05	0	38
CXCR3	1.6350371458306264e-05	0	2387
RUNDC3B	1.6685271251355995e-05	0	8763
IL18	1.7581418878253406e-05	0	4719
SNX5	2.345478444852976e-05	0	9592
OFD1	3.0360248884566887e-05	0	6910
STAT4	3.460192573632788e-05	0	9844
FYN	3.626754445563108e-05	0	3756
ABCD4	3.98700498799646e-05	0	40
RCHY1	4.054650070861783e-05	0	8383
CANX	4.070732309128132e-05	0	1374
PLXDC1	4.4826733273965576e-05	0	7597
PANK2	4.71418637966612e-05	0	7068
LYN	5.705702896291847e-05	0	5615
ITGAL	7.612525283796544e-05	0	4880
ABCC3	0.0001112342084105	0	35
CD3E	0.0001114555304729	0	1624
CYB5R1	0.0001185919285959	-1	2398
ZNF33B	0.0001215985918732	0	11691
BLOC1S6	0.0001318599395526	0	1062
UHMK1	0.0001348266690128	-1	11035
ZNF33A	0.0001490637964503	0	11690
CD8A	0.0001558966099717	0	1645
TXNL4A	0.0002047593622754	0	10926
CD28	0.0002237327842625	0	1611
IFNG	0.0002638037900238	0	4657
ABCD3	0.0002652106479635	0	39
FKBP10	0.0002720329599947	0	3608
ABCA1	0.0002721278396618	0	17
ABCB6	0.0002852277631434	0	27
ABCB8	0.0003090457952802	0	29
FAU	0.0003164192333694	0	3453
CD34	0.0003221726937577	0	1621
HIF1A	0.0003230476258849	0	4390
ABCB10	0.0003347010949833	0	25
CCR5	0.0003543743273609	0	1573
ITK	0.0003593468954712	0	4899
XPO6	0.0003862330658134	0	11390
PKM	0.0003885361885042	0	7502
ATP6V1A	0.0004279649952676	0	868
ATP6V1E1	0.0004317914271605	0	874
DGKA	0.0004325780576519	0	2612
CD86	0.0004418050663061	0	1644
MIPEP	0.0004596200860599	0	5973
SEMA4C	0.0004733810498821	0	8953
ABCC5	0.0004983085983623	0	36
TOP3B	0.0005000821432938	0	10575
COL18A1	0.0005383933367601	0	2110
WDR48	0.0005792815327689	0	11297
COPS6	0.00058151344079	0	2163
TOP3A	0.0006042465331182	0	10574
ABCB7	0.0006100413168954	0	28
ABCB9	0.0006218959729172	0	30
DOCK6	0.0007107315788603	0	2786
CD2	0.0007246696903903	0	1600
ATP6V1G1	0.0007635556275607	0	876
DCAF12L2	0.0008798268074116	0	2487
SEMA4F	0.0008851168003404	-1	8954
ERCC3	0.0009038459491227	0	3193
SELPLG	0.000964781860897	0	8947
DNAJC10	0.0009790647685327	0	2743
FUS	0.0010020642264313	0	3741
TSPYL1	0.0010286287785945	0	10804
GTPBP3	0.0010323816491662	0	4248
FUT4	0.0010691485374816	0	3746
TXNL4B	0.0011196907137045	0	10927
ATP6V0E1	0.0011864208359361	0	866
ABCA3	0.0011893703477959	0	19
C16orf54	0.0012143258872191	-1	1191
AHDC1	0.0012990106878261	0	293
CIAO1	0.0013068681371194	0	1921
SEMA6C	0.0013567270678883	0	8960
POLI	0.0014031349821244	0	7671
SELENBP1	0.0014229088195102	0	8945
KCNA3	0.0014259466635121	0	4975
GOLGA3	0.0015200025105121	0	4047
CYB5R2	0.0016252394040927	0	2399
RMI1	0.0016254662380717	0	8530
EIF2S2	0.0016513158423503	0	3030
RIN1	0.0016558666599396	-1	8509
MORF4L1	0.0016826941032702	0	6056
KIF20A	0.0017072273272639	0	5120
TYMS	0.0018244700760355	0	10932
SNX17	0.0018464603447845	0	9579
CA4	0.0018888589794996	0	1297
CYB5RL	0.0019166693545541	0	2401
ATP6V1C2	0.0019565223518769	0	872
GSPT1	0.001972839514802	0	4214
DNAJC6	0.0020527717042126	0	2759
GRB2	0.0021227549980112	0	4161
CSF3	0.0021850832924112	0	2288
POLK	0.0022721040393638	0	7672
ABCB5	0.0023240884621085	0	26
REV1	0.0023519078182047	-1	8421
ABCG1	0.0024944061829512	0	45
CD58	0.0025461604303009	0	1634
LRCH1	0.0027355961894243	0	5495
UXT	0.0029398725837386	0	11159
TMX3	0.0031503148861316	0	10502
ATP6V0E2	0.0032115421149118	0	867
FBXO6	0.0032326451986749	0	3508
PTPN1	0.0032449133164553	0	8069
ATP6V1E2	0.0032589134275935	0	875
CDC42BPA	0.0033409399965786	0	1667
ABCA2	0.0033788810270449	0	18
MCM10	0.0033915142238139	0	5809
BIRC6	0.0034427041858375	0	1055
ARHGEF7	0.0035787716372356	0	672
ARMC9	0.0035977882855945	0	711
PBRM1	0.0036984667700361	1	7123
FAN1	0.0037136252432814	0	3422
ATP6V1G2	0.0037169008739769	0	877
SEMA7A	0.0037379404080207	0	8962
ABCG2	0.0038547500710326	0	46
RPL35A	0.00389200350552	0	8655
KIF11	0.0039764566795983	0	5108
NXN	0.0039791400925625	0	6880
QSOX2	0.0040860448224605	0	8144
RPS29	0.0042595272042693	0	8684
FANCI	0.0043996375939063	0	3429
VCAN	0.0044834840677249	0	11180
FAM83G	0.0044911752979015	0	3413
EIF3H	0.0051761297477094	0	3036
COIL	0.0051890310336937	0	2106
MTRF1L	0.0053831810653378	-1	6245
MAP4K2	0.0054357216919644	0	5725
PDIA4	0.0054515852317591	0	7259
CRLF3	0.0055424488863726	0	2262
PDIA3	0.0055861044787406	-1	7258
ABCC12	0.0057741672836006	0	34
C7	0.0060665363429111	0	1275
C3	0.0061105019339196	0	1248
PABPC1	0.0062016167598582	0	7022
SYK	0.0062421995232595	0	9969
ABCC10	0.0062799720534129	0	32
LYPD6	0.0065699953876313	0	5619
SLC4A1AP	0.0066524983612983	0	9385
ITGA6	0.0068974184725511	0	4874
KIF4A	0.0070039678520024	0	5135
CDC6	0.0072351805931615	0	1675
KIF15	0.0072651837904383	0	5112
LRCH3	0.0073147073104283	-1	5497
SEMA6D	0.0076036425246544	0	8961
CUL4A	0.0076700863604573	0	2360
KIF23	0.0077612671360831	0	5125
ABCA8	0.0079096604880953	0	23
KIF18A	0.008209939969943	0	5114
SH3RF1	0.0082810936151738	-1	9094
HNRNPA1	0.0083901134643521	0	4452
PICALM	0.0086747395179378	0	7421
RANBP10	0.0092822138965981	0	8258
KIFC1	0.009283901071524	0	5142
TAPT1	0.0094553923180032	0	10059
SERPING1	0.0094684828742936	0	9002
ABCA7	0.0095574984781105	0	22
ERCC4	0.0098124253438782	0	3194
TXN2	0.010659486479373	0	10918
CNOT7	0.0106754804719533	0	2069
SS18L1	0.0108244340186334	0	9778
ABCA4	0.0109103956640965	0	20
ICOS	0.0110734827410881	0	4629
MFN2	0.0112232183757003	0	5929
SYT11	0.0112833705255148	-1	9991
GTF2H1	0.0115208687711768	0	4235
ABCA9	0.0116009071182031	0	24
SC5D	0.0116857938652641	-1	8835
PJA1	0.0117076578047062	0	7489
CA2	0.0117466340395159	0	1296
CPSF2	0.0117772373361312	-1	2219
AK4	0.0119051502675791	-1	315
ABCC11	0.0119076911321098	0	33
TAF1	0.0121807510783464	0	10023
RPS9	0.0124042765789475	0	8699
DDX39B	0.0126776259432338	0	2553
HSPD1	0.0127272261317086	0	4587
NDUFS7	0.0127342851057853	0	6493
FANCB	0.0127926929317269	0	3424
PARN	0.0132545469202033	0	7091
ERCC2	0.0134110784819368	0	3192
ABCA5	0.0135433626130038	0	21
CALU	0.0135440310980493	0	1355
VPS16	0.0139546477034117	0	11213
DCAF12	0.0140531530117863	-1	2485
SRSF9	0.0141685376678815	0	9775
SELP	0.0142672898506913	0	8946
POLN	0.0142999407693103	0	7674
CABIN1	0.0147614061539196	0	1305
ST14	0.0150939998728416	0	9800
KIF5C	0.0151943774166008	0	5139
ABCG4	0.0152486071103244	0	47
SH3GLB2	0.0152799564807733	-1	9090
CCNH	0.0154659188475749	0	1559
D2HGDH	0.0154779575426506	0	2458
CNOT8	0.016956207268161	0	2070
KCNH7	0.017134352992517	0	5002
EIF2S1	0.0172977579879539	0	3029
EIF3L	0.0173428293155485	-1	3040
GTF2F2	0.0179864904981524	0	4234
EIF2B2	0.0184355015471315	0	3025
KCND3	0.0185116505426014	0	4989
SP100	0.0187465360446492	0	9632
ORC4	0.0190769843593515	0	6957
KIF2A	0.0194598610403299	0	5130
GADD45G	0.0195150289349164	0	3797
CDC45	0.020005568672022	-1	1673
PSMD8	0.0200391651094754	0	8014
ABCG5	0.0200415551007313	0	48
DCTN2	0.0208903874053104	0	2520
KCNQ1	0.0209515608515491	0	5037
PPP1R9A	0.0210442496776498	0	7802
GABARAP	0.0223797084275869	0	3779
ACIN1	0.0224398486891396	0	102
HERC1	0.0233183198538284	0	4355
SEC63	0.0235116800939391	0	8938
AK1	0.0237954763136462	0	313
AKAP9	0.024117561852231	0	332
KCNA1	0.0245044571906546	0	4974
EIF3K	0.0246392037460143	0	3039
AGO4	0.0251958827321498	0	278
SOCS6	0.0256998512345506	0	9601
DNAJC1	0.0258378284018831	0	2742
DYNC1H1	0.0259327494737973	0	2904
HBA2	0.0259721476110014	0	4306
LRPPRC	0.0264120004847487	0	5520
MACF1	0.0271686688248584	0	5639
RHOC	0.0274171955023292	0	8486
PIGN	0.027494239862357	0	7434
KIF5B	0.0279358085339096	0	5138
PSMD7	0.0279421026776217	0	8013
DCP1B	0.0279502209749254	0	2511
MCM3	0.0280768683803504	0	5811
TXNDC9	0.0283437494384137	0	10923
GTSE1	0.0284108066854968	-1	4251
ORC1	0.0284374168841494	0	6954
ASPM	0.0288173614864429	0	785
TRIM27	0.029649859442463	0	10684
CYB5R4	0.0297080724007661	0	2400
ORC2	0.0297722544698373	0	6955
GSPT2	0.0299601338275274	0	4215
MOB1A	0.0299618493631326	-1	6039
ELAVL4	0.03021097846011	0	3062
AGO3	0.0302800374535182	-1	277
RECQL5	0.0304451866051622	0	8402
FGFR1OP2	0.0304830169683804	-1	3579
SNAP29	0.0312868456828732	0	9535
INPP5A	0.0313836721619478	0	4785
NDUFS1	0.0314623209602064	0	6489
TPX2	0.0316762514602644	0	10620
GFM1	0.032112228543956	0	3898
GZMK	0.0324716118537252	0	4270
RGN	0.0330438117710557	0	8451
PRKG2	0.0335279743226647	0	7894
SOS2	0.033569808750013	0	9616
DNAH1	0.0336937284384092	0	2718
TRADD	0.0338720696461793	0	10625
SETD2	0.0339225484202395	1	9016
CDC7	0.034124805598676	-1	1676
KCNH1	0.0341409943338905	0	4997
SUGT1	0.0345211999175269	0	9921
CNOT6L	0.0350135995063879	0	2068
MEAF6	0.0353451406337816	0	5844
KCNH2	0.0356219530621622	0	4998
DBF4	0.0358382143866212	-1	2476
EGFR	0.0361523770871138	0	3001
IFIT3	0.0363148382342826	0	4651
ANK1	0.0369265206638278	0	440
PSMD12	0.037296665936288	0	8005
DNAJC21	0.0375675453883847	0	2751
AKAP13	0.0376855111474686	1	324
MAP3K8	0.0377677739608674	0	5721
SLC4A4	0.0378956080366064	0	9388
SYNJ2	0.038913396460614	0	9983
TYMP	0.0389408692595333	0	10931
WWC1	0.0389525739606739	0	11364
PSMC1	0.0390161823925142	0	7995
SIK3	0.0391329906379095	0	9133
MYCL	0.0392124758711892	0	6288
FNTB	0.0395562481339651	0	3664
RAB11FIP1	0.0400551828381858	0	8151
LATS1	0.0402295725201692	0	5346
KCNH3	0.0403443732149082	0	4999
KCNH8	0.0404387934632569	0	5003
PRKCD	0.0405355915742214	0	7884
MOB1B	0.0407571209036377	-1	6040
KCNH6	0.0410719669863053	0	5001
KCNAB3	0.0416956157529464	0	4981
TBCD	0.0427643496926054	0	10110
HOMER1	0.0427844364073132	0	4472
MAP3K4	0.0437098899422581	0	5717
LARS2	0.0438841843135508	0	5342
RPN2	0.0442341815816909	0	8664
SLC12A7	0.0443047940037555	0	9187
RPL31	0.0445776729248924	0	8652
BLM	0.0450103605390067	0	1057
PSMD6	0.0450537660866512	0	8012
EIF2B3	0.0451419840769142	0	3026
OSBP2	0.0451586630479055	0	6965
RABEP1	0.0453972523913974	0	8205
XRCC3	0.0455760777820072	0	11395
ELAVL3	0.0456121750523244	0	3061
ATP6V0B	0.0457072840684075	0	863
ITGA3	0.0458033916110784	0	4871
NNT	0.0458795988818593	0	6658
LAMC1	0.045938579519995	0	5322
FAT1	0.0463801233905356	0	3449
SCP2	0.0467712713466519	0	8884
TRAK1	0.0470078947906522	0	10638
CHD1	0.0479137270524519	0	1848
TMTC3	0.0486032132626453	0	10498
ORC3	0.0491756563686362	0	6956
KCNA5	0.0492584274811617	0	4977
KLF6	0.0493071891411253	0	5164
MAP3K10	0.0497440163924404	0	5710
EIF4A1	0.0500067590194087	0	3042
ATP6V1H	0.0502203063130308	-1	878
ARAP1	0.0504953262123717	0	605
SLC7A5	0.0508517845725099	0	9431
CYC1	0.0509656421938739	0	2403
XBP1	0.0515582030190813	0	11372
KCNG1	0.0517707747772929	0	4994
SEMA3G	0.0520859789180893	0	8951
PRKDC	0.0521615857078867	0	7893
RENBP	0.0524407232723266	0	8414
SLC4A2	0.0525127411803412	0	9386
ELAVL1	0.0527876424759466	0	3059
ORC5	0.0536694805267562	0	6958
UBXN10	0.0542971601320728	0	11007
GPR156	0.0549648467664879	0	4112
CORO1B	0.0551571637024007	0	2179
KLRB1	0.0552581935211049	0	5219
ILK	0.0552839207805408	0	4754
COMMD1	0.0554410330650012	0	2143
LYPLA2	0.0556162537267196	0	5620
MRPL38	0.0558220967980433	0	6128
CEP250	0.0566623612186374	-1	1791
DDX24	0.0569200421774647	0	2549
DCTN4	0.0570976289558278	0	2521
FBXW7	0.0587537217723194	0	3516
PHB	0.0589700065600128	0	7368
EPB41L5	0.0590945666911949	0	3150
REV3L	0.0593271280932751	0	8422
FANCG	0.0594749115382806	0	3428
RNMT	0.0596322319001017	0	8602
ERG	0.059954879459777	0	3200
TAF9	0.0601002842679656	0	10041
FANCD2	0.0601393726289204	0	3425
TAB1	0.0603950772902762	0	10010
VAMP4	0.0604558097865493	-1	11164
HNRNPUL2	0.0604945712954411	-1	4470
SLC4A10	0.0607476838226963	0	9384
KCNC3	0.060827276396418	0	4985
MCM7	0.0615447412370393	0	5816
KCNG3	0.0619476408341028	0	4996
KMT2D	0.0620553850267295	1	5224
AMPH	0.0622790490672091	0	417
SLC6A8	0.0623223923187672	0	9422
ATG3	0.0630964645819698	-1	818
EPO	0.0632081827316857	0	3174
LAMB1	0.0632112161727529	0	5318
GGA1	0.0634162649755145	0	3906
PPP2R5C	0.0634771755436137	0	7812
ATM	0.0637413128207433	1	830
TSNAX	0.0639947709844004	0	10784
MUS81	0.0641703839822449	0	6263
CDC42BPG	0.0645023639924571	0	1669
KCND2	0.06471538076237	0	4988
FLCN	0.0648758616655081	0	3622
DYNC1LI2	0.0651229774830681	-1	2908
PAPOLA	0.0652328968087081	0	7074
AP3S1	0.0662703166309993	0	535
KLF15	0.0665786988661355	0	5160
KIF2C	0.066859101806146	0	5131
KCNF1	0.0669073188978857	0	4993
KCNA4	0.0669883391604652	0	4976
IRS1	0.0670660273861137	0	4850
ETFA	0.0671401454209128	0	3231
ACOX2	0.0676284847631675	0	116
NF2	0.0677106851434617	1	6545
CCNB2	0.0689060068839484	1	1549
TAF6	0.0690766259493613	0	10036
PIBF1	0.0691118276718542	0	7420
GABPA	0.0694201238735426	0	3783
MARK3	0.069931417217818	0	5757
FANCE	0.0699591549471555	0	3426
MCAT	0.0699983317873372	0	5802
USP7	0.0700865592586027	0	11142
KCNC2	0.0703799613243314	0	4984
ATN1	0.0704903224616005	0	832
PSMC4	0.0708523152572721	0	7999
MDM2	0.0712462904558171	0	5838
ATP6V0A2	0.0722091592371199	0	862
ELK3	0.0722722363890821	0	3070
E2F1	0.0724344951726698	0	2921
CAD	0.0725520200464023	0	1333
ACBD3	0.0726919326390914	0	92
KCNA6	0.0727584349029671	0	4978
RABEPK	0.0727731715441743	-1	8207
DNAH9	0.0729149997086131	0	2726
FCHSD1	0.0732699248453198	0	3528
PPID	0.0738564214439782	0	7751
TRIM39	0.0739412107299256	0	10694
STX10	0.074095234648493	0	9892
LAMA1	0.0741622010515281	0	5313
PSMD13	0.0746247818575819	0	8006
EIF2S3	0.0750980850318456	0	3031
TFDP1	0.0753935950809495	0	10227
KCNS2	0.0755553424651513	0	5042
MRGBP	0.0756254251760444	0	6100
PEAK1	0.0758301339248749	0	7293
EIF1AX	0.0761698915968816	0	3018
CCDC138	0.0767150931783441	0	1473
DSG1	0.0771758310281718	0	2853
PARD3	0.0772621908497594	0	7084
KEAP1	0.0774413615038499	0	5079
PCF11	0.07771038636481	0	7182
PTEN	0.0777499155553435	1	8042
GALNT8	0.0779066943828462	0	3822
HUWE1	0.0786958864488774	0	4611
MAP3K6	0.0787801266340714	0	5719
PDSS1	0.0790386980480263	0	7278
OSBPL3	0.0790579794428222	0	6968
WDR83	0.0791482371375773	0	11313
STX16	0.0794424687232229	0	9895
PDGFRA	0.0795280788372711	0	7251
SLX4	0.079597091292628	0	9471
TAF2	0.0800589908695892	0	10030
COG7	0.0809298156115206	0	2104
FAXDC2	0.0812087647795733	-1	3455
UBA1	0.0818900356626637	0	10944
L3MBTL1	0.0822516245896878	-1	5303
NADSYN1	0.0826196761764394	0	6378
RPRD2	0.0839454667431546	0	8671
CDT1	0.0845543791936442	0	1747
ERF	0.084632914894431	0	3199
TAOK1	0.0850503623804718	0	10053
MAP3K11	0.0855643086332337	0	5711
TFPT	0.0858253816827035	0	10236
OCRL	0.0858653164868308	0	6904
SULF1	0.0859016091288211	0	9922
L3MBTL2	0.08599648741157	0	5304
KMT2C	0.0877041422665899	1	5223
SPIN1	0.0880866827971897	-1	9685
COG5	0.0881198931884836	0	2102
KCNA7	0.0887937412305351	0	4979
BCL2	0.0888141506882473	0	999
NME8	0.089316095374362	0	6645
PSEN2	0.0893440852587679	0	7976
IFT74	0.0899575757584302	0	4670
PPP1R12A	0.0906180380893653	0	7777
GOPC	0.0911355120452628	0	4059
DGKZ	0.0912633990345409	0	2619
NIF3L1	0.0915543130763975	0	6591
LAMB2	0.0915680267054503	0	5319
UBE2G2	0.0917836570845207	0	10966
TBP	0.0919785451106738	0	10115
POT1	0.0922377863990112	0	7717
RPL22	0.0923086914820238	0	8644
AP4B1	0.0930484996249492	0	536
IMPA2	0.0930678110307986	0	4762
MTA2	0.0940883406785564	0	6207
NME9	0.0942613939389125	0	6646
NPAS2	0.0943644018868854	0	6700
TMCC2	0.0948646722466687	-1	10373
FAM131B	0.0960104340998467	0	3341
NOD1	0.0960204061086172	0	6664
NDUFB4	0.0966094511034108	0	6483
P4HB	0.0966430941909603	0	7018
PPP2R5A	0.0969575817706424	0	7810
SPTBN4	0.0969750040810976	1	9727
EME1	0.0970630918674774	0	3099
RAD51C	0.0974062909841038	0	8230
FKBP8	0.0978572896301007	0	3617
KCTD5	0.09788163895276	0	5059
CDK12	0.0981701283496511	0	1708
KCNS3	0.0981854604644666	0	5043
RERE	0.0983269669208125	0	8418
SPAG9	0.0984739444491563	0	9647
BCL2L1	0.0985678378221104	0	1001
SVIL	0.0996481649245847	0	9957
BET1	0.099944337993183	0	1033
ARFIP2	0.0999612020933285	0	621
DNAJC17	0.1004373060551788	0	2748
RPL23A	0.1008738928496739	0	8647
RING1	0.1008798180641816	0	8512
NDOR1	0.1018087051495546	-1	6457
FDXR	0.1019774434749566	0	3541
ACADSB	0.1020322244245924	0	85
EP300	0.1024695845688024	0	3143
MYO10	0.1030178179538995	0	6321
ATXN1	0.1030915897837135	0	891
SH3GL1	0.1038014276403474	0	9086
HSP90B1	0.1046408118429909	0	4567
FANCM	0.104679795164976	0	3431
ZNF462	0.1049216954004924	0	11740
NES	0.105365725780795	0	6532
SSU72	0.1054475616354608	0	9797
GOSR1	0.1056311628319292	0	4062
AMBRA1	0.105708469217633	0	398
TES	0.1059460195860391	0	10202
BARD1	0.1063642669428783	0	964
DUT	0.1065514895451021	0	2898
PSMD10	0.1075728497561296	0	8003
TP53	0.1078153058639876	1	10585
KCNV1	0.1079609589099082	0	5047
COG6	0.108643920770549	0	2103
AP4E1	0.1088684734305783	0	537
CELF5	0.109549645903537	0	1760
TUBGCP3	0.1095541558204171	0	10896
PSMB1	0.109957474123468	0	7989
KCNQ5	0.1099893477816716	0	5040
TRRAP	0.1101912461227785	1	10763
CSTF2T	0.1102547498385513	0	2311
RPS2	0.1110055480909201	0	8680
KCNG2	0.111739599541904	-1	4995
TARBP2	0.1120228131935194	0	10061
DNAJC14	0.1121569714823606	-1	2746
SMG1	0.1123992611606296	0	9503
RAB7A	0.1127297261333931	-1	8201
CNTROB	0.1130226028221353	0	2091
TBC1D2B	0.1130956907328172	0	10098
TXNIP	0.113115460627548	1	10924
PMS2	0.113366221917173	0	7619
SDC3	0.114052520607658	0	8898
PPP2R1A	0.1140946598429731	0	7805
PSMA7	0.1141712770964665	0	7987
RNF14	0.1142767123963823	0	8559
POLR2F	0.1142901624142606	0	7683
SIPA1	0.114349146657852	0	9140
KLC2	0.114394918896492	0	5156
IRF3	0.1155394807709765	0	4843
KCTD12	0.1155832542053323	0	5051
GTF2H3	0.1168733827062121	0	4236
CISH	0.1169561216452795	0	1933
PAPOLG	0.1171278405437275	0	7076
KLHDC3	0.1177462431893664	0	5169
DUSP1	0.1178352823496408	0	2879
RPL18	0.118109599426812	0	8640
PDSS2	0.1184142420246534	0	7279
KCNQ2	0.1188055105437289	0	5038
