gene	p-value	label
MAX	1.2137806574409324e-08	0
MAP2K6	1.3643323546597306e-08	0
APC	1.4161317544183112e-08	0
PTPRJ	1.4486418958857917e-08	0
ARAF	1.4887531491774318e-08	0
MAP3K3	1.4897973566234845e-08	0
RHOQ	1.5057726775047052e-08	0
SIN3B	1.7287787467025705e-08	0
CALM1	1.7747983813806233e-08	0
MAP2K1	2.06163675550712e-08	0
USP7	2.09519271778788e-08	0
HDAC5	2.2077808739588263e-08	0
INPPL1	2.3077412132283287e-08	0
MAPKAPK2	2.5671430593208563e-08	0
SOD1	2.6108681563484562e-08	0
SP100	3.1878815659728665e-08	0
CD3E	4.124553121959389e-08	0
FASLG	5.035008255602341e-08	0
NR3C1	5.981961665136828e-08	0
CTNNA1	6.044142169126177e-08	0
CASP3	6.066751906187778e-08	0
MAP2K2	6.106759500810522e-08	0
FTL	6.145564253518922e-08	0
MKNK2	6.239934490881335e-08	0
MLH3	6.623330595233276e-08	0
MET	6.755656254095363e-08	0
ETS1	7.48712573726979e-08	0
CRK	8.112901362011711e-08	0
CSNK1G3	8.221777968009553e-08	0
B2M	8.3772934515829e-08	0
RPS6KA1	9.205115860646269e-08	0
NOS3	1.0008136163571664e-07	0
HSP90AA1	1.0378971322030625e-07	0
PPP3CA	1.0836961819944182e-07	0
MAPKAPK3	1.1598273223334125e-07	-1
YWHAH	1.1727933449210409e-07	0
MAP4K4	1.187645200731908e-07	0
CAPN1	1.2462468839630657e-07	0
E2F4	1.3070432541570118e-07	0
FNTB	1.3673430357263564e-07	0
WNK1	1.3769256413558768e-07	0
PRKCI	1.470173686526447e-07	0
FAS	1.8182082141413641e-07	0
CD40	2.058618280485437e-07	0
MAP2K7	2.1930407944830977e-07	0
ITK	2.1941565294871085e-07	0
RAB20	2.202788365868091e-07	0
MAPKAPK5	2.202927019371766e-07	0
RHOB	2.3388074011742493e-07	0
STAT5A	2.436105322872897e-07	0
CD247	2.448671548239499e-07	0
PPP3CC	2.655230630027016e-07	0
NKIRAS1	2.67387339513399e-07	0
CDKN1A	2.780333216046064e-07	0
DIRAS3	2.844054063825616e-07	0
CALR	2.91238707711982e-07	0
MKNK1	2.959241703753758e-07	0
MAP3K8	3.212972576918921e-07	0
CAPN2	3.3289624200817386e-07	0
MAP2K3	3.515199474078182e-07	0
RND2	3.530279192720689e-07	0
LGALS1	3.709822394032203e-07	0
E2F1	3.924878287607769e-07	0
MAP3K7	4.088155232021633e-07	0
CCT4	4.383008044051504e-07	0
ZAP70	4.538822025132774e-07	0
NCOR2	5.059822829649338e-07	0
CSF1R	5.504407943999517e-07	0
MAP4K2	6.238056136095803e-07	0
CDK2	6.25482426432017e-07	0
NKIRAS2	6.572320290400215e-07	0
CDC25A	6.761679565721711e-07	0
VCL	7.222966481508996e-07	0
HCK	7.58958735486548e-07	0
DIRAS1	7.654944667765688e-07	0
ERBB2	8.016985118596156e-07	1
ELK1	8.031731858596018e-07	0
STAT3	8.602257490628214e-07	0
CCND1	9.93566779986126e-07	1
PTEN	1.0122011791087012e-06	1
RPS20	1.042839090857667e-06	0
CDK5	1.0919170302525e-06	0
RALA	1.1364860600983554e-06	0
RASL12	1.161908784652582e-06	-1
RASL11A	1.2591702190143191e-06	0
PTK2B	1.4765179349930216e-06	0
ETS2	1.4772752579354744e-06	0
SYK	1.5030902474828517e-06	0
STAT5B	1.5197931393624836e-06	0
MAPK9	1.5853057984823695e-06	0
CDK4	1.6158781267026116e-06	0
RASSF1	1.6473358109614902e-06	0
ACTN2	1.7021802904965782e-06	0
CBL	1.7096664280271058e-06	0
HMMR	1.7142282573946762e-06	0
PGR	2.0634665961427854e-06	0
NEK2	2.198603263562139e-06	0
CAPNS1	2.2311665350690147e-06	0
HIF1A	2.2588829592090268e-06	0
RPS6KB1	2.425622258740781e-06	0
BTK	2.5317197335918644e-06	0
EIF3A	2.654357877716209e-06	0
CASP7	2.672087624950513e-06	0
PDGFRB	2.896655120196357e-06	0
NFATC2	3.1744071037689167e-06	0
MDM2	3.363917157481237e-06	0
WDR5	3.88038962243023e-06	-1
ARNT	3.914142531736815e-06	0
GNAS	4.132362210537523e-06	0
PPP1R13B	4.145783986836766e-06	0
AXIN1	4.64921321839248e-06	0
NFATC1	4.658486028856909e-06	0
IRS1	4.8302335569421735e-06	0
MAP3K11	5.1189154638811465e-06	0
PTPN6	5.24777764923444e-06	0
GRIN2D	5.722995604463881e-06	0
ABL1	5.77079035168276e-06	0
EIF2AK2	5.998104315331793e-06	-1
MAPK7	6.3672156133578015e-06	0
JAK1	7.353817460423003e-06	0
RAP2B	7.532431946375886e-06	0
RHOD	8.011407093260574e-06	0
PRKCQ	8.300162526109077e-06	0
RPS6KB2	8.777038669917065e-06	-1
CTTN	8.998960619526295e-06	0
CRKL	9.29927315996768e-06	0
RASSF2	9.74789831046554e-06	0
PCBP1	9.932050805948755e-06	0
RPS6KA5	1.008797175581784e-05	0
TYK2	1.0169725780654093e-05	0
PEBP1	1.020838955465458e-05	0
CDC25C	1.0455884292821711e-05	0
PRKCG	1.0736624662233937e-05	0
HSD17B4	1.0746491488457322e-05	0
SMAD1	1.0819646343442691e-05	0
WNK3	1.0902318120305677e-05	0
CFLAR	1.13358596436049e-05	0
INSR	1.139475467340184e-05	0
RAP1B	1.1602270036692004e-05	0
EIF2B3	1.16486004141259e-05	0
MAP3K6	1.1770803830207164e-05	0
MAP3K4	1.2353666399214448e-05	0
MED1	1.2673028943715531e-05	1
KHDRBS1	1.3016352295841603e-05	0
RHEB	1.3302041881557396e-05	0
BUB1	1.33026431964421e-05	0
PI4KA	1.5183760096786077e-05	0
HMOX2	1.6231057843039902e-05	0
TGFBR2	1.7435422733951514e-05	1
EIF2S3	1.759310164486756e-05	0
PLA2G4A	1.7730929763748103e-05	0
RPS6KA4	1.8295867422495323e-05	0
ADAM17	1.852918006321412e-05	0
ACTN1	1.8546750083194573e-05	0
BAD	1.867592946111453e-05	0
PABPC1	2.007823912009996e-05	0
RASSF5	2.014036472046025e-05	0
ADCY1	2.0820952878299764e-05	0
DDX20	2.123386110615684e-05	0
CASP9	2.253250371774591e-05	0
HNF1A	2.3639224814865256e-05	0
PDPK1	2.3727133011754705e-05	0
CARM1	2.489882584562772e-05	0
CD3G	2.559329738090188e-05	0
ADAM15	2.6034599672024804e-05	0
NFATC4	2.6418422132185696e-05	0
CDC25B	2.675138389322345e-05	0
TSC2	2.7375637241957605e-05	1
KEAP1	2.779749498247609e-05	0
F2	2.796966003353148e-05	0
CDKN1B	2.9030256736231915e-05	0
MAP4K1	2.951846055428612e-05	0
RALBP1	3.1072360353833175e-05	0
GNAQ	3.297881511535657e-05	0
WNK2	3.359889893015517e-05	0
CAMK1	3.3841491783988725e-05	0
ZYX	3.551347429332354e-05	0
AIFM1	3.603196553951464e-05	0
EIF2S2	3.872916554927354e-05	0
VAV1	4.017766407807746e-05	0
ATR	4.3498499792314606e-05	0
ROCK1	4.505634902598539e-05	0
APAF1	4.995904062800096e-05	0
MAP4K3	5.1652871735347833e-05	0
MRPL11	5.45901888421829e-05	0
WNT1	5.637879716337388e-05	0
GRIN2B	6.146027718298446e-05	0
ADAM12	6.30633658498755e-05	0
SCNN1G	6.463203192426297e-05	0
MAP2K5	6.512267642256602e-05	0
NFE2L2	6.6544319595572e-05	1
CEP55	7.147497149755838e-05	0
EIF2S1	7.617904519782586e-05	0
NOS2	7.732413336322078e-05	0
MAP3K2	7.836323958012079e-05	0
NFATC3	7.837972513884371e-05	0
CDK6	7.93255545657474e-05	0
MAP3K10	8.274382515771527e-05	0
MAP3K12	8.324026582909141e-05	0
MYD88	8.92843540518889e-05	0
NSMAF	9.237575390527655e-05	0
SLC9A3R1	9.829989756178832e-05	0
PI4KB	0.0001018973606497	-1
LIMK1	0.0001069613365229	0
FZD1	0.0001132086868474	0
TFDP1	0.0001144706290026	0
EPO	0.0001166540169574	0
PI4K2B	0.0001199585897042	0
EIF4A2	0.0001219338213478	0
TTC1	0.0001240331438866	0
CXCR3	0.0001288758111149	0
GBF1	0.000129496580584	0
GAB1	0.0001326329897536	0
NKX2-5	0.0001332191539279	0
NTRK3	0.0001340823446128	0
ABL2	0.0001420309245653	0
MMP14	0.000145660534528	0
LAT	0.0001472358307805	0
IL6	0.0001487847756187	0
MAPK4	0.0001502145490026	0
HMGN1	0.0001527158129779	0
EPOR	0.0001554702698879	0
DPF2	0.0001576547266191	0
APOA1	0.0001612284379335	0
FLT4	0.000178296457484	0
RECK	0.0001828429168426	0
EGF	0.0001861673977059	0
MMP9	0.0001871313420845	0
GATA4	0.0001961426717034	0
RAP2C	0.0001964137467829	0
DMD	0.0001972127909956	0
CSF1	0.0001972800172251	0
PPARA	0.0002060206608921	0
AGRN	0.0002215692706876	0
MAP3K9	0.0002218096084706	0
PIK3R2	0.0002220121360355	0
BCAR1	0.0002338163078181	0
CCNE1	0.0002407350654495	0
CHEK1	0.0002546129612467	0
MYH2	0.0002786386065923	0
BLNK	0.0002806092908187	0
PDGFRA	0.0002816418809977	0
BIRC5	0.0002983633260921	0
NCF2	0.0003039878126291	0
TLN1	0.0003109218237179	0
CAMK4	0.0003120063122988	0
SMAD5	0.0003349918594477	-1
EIF2B2	0.0003580145496111	0
MTOR	0.0003667996558198	1
KRAS	0.0003830569534526	1
GHR	0.0003935181908661	0
CABIN1	0.0003980587585764	0
CD79A	0.0004002598528935	0
GNA12	0.000422505704203	0
TNKS2	0.0004229882485554	-1
WASF1	0.0004685663115535	0
POLR1B	0.0004782441971528	0
FGF2	0.0004822693257108	0
DUSP1	0.0004857112732133	0
CD79B	0.0004878647601855	0
AGT	0.0004978434806403	0
EIF2AK3	0.0004998711060569	0
MAP3K13	0.000538784070311	0
PAX3	0.0005389667891598	0
SRF	0.0005568023160053	0
NR1H3	0.000590179443286	0
NPPA	0.0005996615115446	0
HSF4	0.0006147300393875	0
NR0B2	0.0006236097703068	0
RAP1A	0.0006294200852793	0
GALNT12	0.0006375216134739	0
NCOA1	0.0006430473781995	0
TIMP2	0.0006560001045546	0
KCNA3	0.0006687446020888	0
CD28	0.0006700538878437	0
ELAVL1	0.0006815916941286	0
FOXO1	0.0006912907348781	0
JAK3	0.0007024462117432	0
ANXA1	0.0007037870143077	0
KSR2	0.0007241978269624	0
WDR83	0.000730679190067	0
IFI35	0.0007345991511266	0
NMI	0.0007382821674177	0
ARHGEF1	0.0007438062136268	0
GRB7	0.0007496376325031	0
PTPRB	0.0007574838424121	0
RASD2	0.000769168420458	0
KCNA1	0.0007925127314299	0
IL2RG	0.0008151747264665	0
CRYZ	0.0008189320314126	0
GNA11	0.0008194216715153	0
FOXA1	0.0008333411715852	0
DNAJB6	0.000845062667983	0
ERBB4	0.0008701555446873	0
UMPS	0.000872243400239	0
FGR	0.0008980077275098	0
CHN1	0.000900401990244	0
LAMA4	0.000950663417082	0
EGR1	0.0009596326815782	0
DVL1	0.0009618349521338	0
MRAS	0.0009654711100398	0
EIF4G2	0.0009946369842687	0
TBXAS1	0.0009946903776146	0
SLC2A4	0.0010031635794493	0
UTRN	0.0010273993652583	0
MUTYH	0.0010594661246001	0
SOCS3	0.0010798651241131	0
APPL1	0.001118959184257	0
EIF4A1	0.0012097618047153	0
ENAH	0.0012802744966218	0
CD19	0.0012898446508234	0
EDN1	0.001434468237565	0
NGFR	0.0014586524947915	0
BAX	0.0015040874205993	0
DUT	0.0015283922818159	0
ILK	0.0015636523004421	0
GNA13	0.0015731699895804	0
TGIF1	0.0016789657260887	0
CAMK1G	0.0017480214633565	0
TIAM1	0.001748267403961	0
RABGEF1	0.0017725903729758	0
ACOX1	0.0018446679976606	0
SPRY2	0.0018634619328844	0
FOXO3	0.0018693756785331	0
IFNAR1	0.0018898751696766	0
TMOD1	0.001903586673866	-1
FBP2	0.0019121728909032	0
DUSP4	0.002086061225498	0
CXCR4	0.0021945476183047	0
PPM1A	0.0022762913357662	0
ITGB6	0.0023190603047393	0
KIT	0.0023322987802125	0
TNFRSF25	0.0023469803841071	0
CENPE	0.0024156560042671	0
ARHGEF6	0.0024168466036876	0
CD86	0.0024474932715515	0
TIAL1	0.0025025454027456	0
NF1	0.0025050614448633	0
HMOX1	0.0025084262362258	0
LAMA3	0.0025923495808447	0
PTGS2	0.0026940918388124	0
CAP1	0.002956084879795	0
SGK1	0.0030428452115477	0
CHRM1	0.003067579271179	0
DUSP7	0.0030902663274355	0
DUSP6	0.0030992423654406	0
DIAPH1	0.0031581138042114	0
PLD1	0.0032951157704904	0
SOS2	0.0034631400319469	0
CAT	0.0036050693716391	0
SRA1	0.0037896168001228	0
UBTF	0.0038166096852169	0
BRAP	0.0038529143415677	0
ARFIP2	0.0038686491596575	0
EIF2B1	0.0038741620743391	0
WASL	0.003995652539983	0
NRG1	0.0040191877072966	0
PTPRH	0.0041650294487908	0
HOXA7	0.0041933976558454	0
PIK3R3	0.0042051721684915	0
TICAM1	0.0042956575643916	0
DUSP2	0.004339276377366	0
RAP1GDS1	0.0047210147512798	0
PAK3	0.0047294359522905	0
EIF1AX	0.0048500583934413	0
POLR1D	0.0048794338290117	0
EIF4G3	0.0049045157782467	0
SLC9A3R2	0.0050322266777655	0
ARHGAP9	0.0050570396558543	0
DGCR8	0.0051044460671373	0
HBEGF	0.0051638699975297	0
BLVRA	0.005166413405557	0
PDK2	0.0055564024096786	0
HAND2	0.0057349014281974	0
TEK	0.0059765808461871	0
AGTR1	0.0059807234974548	0
DUSP16	0.0061046193341128	0
TLR9	0.0061074205179555	0
TERT	0.0063325666353342	0
NDE1	0.0064790480097047	0
FBXW7	0.0065035469958809	1
HAND1	0.0065881083171707	0
DUSP5	0.0069077745149694	0
ATM	0.0069827926982899	1
CALCOCO1	0.0070280513053109	-1
NEDD9	0.0072277891078685	0
FOXO4	0.0073314672793355	0
NGF	0.007465242053848	0
RABAC1	0.0075474079006254	-1
F2R	0.0075566715439647	0
IL18	0.0075604197974362	0
PAK4	0.0077875611973094	0
PRPSAP1	0.0078167377043609	0
SLC25A3	0.0080075998489438	0
ARF1	0.008096948439409	0
IL7R	0.0085580795996439	1
PIK3CD	0.0086316659401712	1
NTRK1	0.0088248697616468	0
ZBTB7A	0.0091570346450237	0
GRB14	0.0091909506356261	0
RAB2A	0.0093926357186222	-1
CTCF	0.0094155429913269	0
DGKZ	0.0095409445367027	0
PRKCZ	0.009541704827834	1
CITED2	0.0095707419730323	0
CSF2RB	0.0097364278848982	0
RHOG	0.0099975226254179	-1
LAMA2	0.0104664016792769	0
TNFSF13	0.010496755415094	0
TP53BP1	0.0105782843679989	0
GSK3A	0.0106300811330397	0
KPNA4	0.0107313446978868	0
RAN	0.0107493557808621	0
MAL	0.0108011683178865	0
TIMP3	0.0111845299368527	0
EIF4G1	0.0113956278440189	0
RAB13	0.0114360867809314	0
POLR1A	0.0115213489371509	0
DOCK1	0.0116210355894527	0
RAB27A	0.011809503237692	0
NFKBIA	0.0119130465619265	1
NRAS	0.0119246814769027	1
RAB1B	0.0120247741738464	0
TRIO	0.0121414585015439	0
RALGDS	0.0121795629421441	0
RAB23	0.0125751388478895	0
ITGB3	0.0128978330719933	0
SPRY1	0.0131771311240648	0
RAB6A	0.0132064606023398	0
ADAP1	0.0133122848411602	-1
PSMB5	0.0133960737981439	0
DNAJC27	0.0134575133215123	0
PTPN5	0.0135724389133395	0
RRAS	0.0137487506451296	0
RAB18	0.0138544942005418	0
SKP2	0.0138918986479173	0
ARHGAP5	0.0139070584144227	0
EEA1	0.0139324358191312	0
ASPM	0.0140611058253215	0
DNAJA3	0.0141809138894442	0
IL6ST	0.0141978997581552	0
SUPT20H	0.0142906593471296	-1
FABP1	0.0143706977705592	0
IKZF3	0.01442722290741	0
RAB35	0.014452854639932	0
DHFR	0.014512911877178	0
RAP2A	0.0145376172795789	0
PDE6D	0.0146001875158126	0
LBP	0.0146346541845943	0
BANF1	0.0146537901209593	0
RAB10	0.0146587533639562	0
RAB22A	0.0146731348296777	0
RAB34	0.0147908075685608	0
PFKL	0.0148192470153185	0
RAC2	0.0149639968868475	0
PIK3CB	0.0151902359188176	0
RAB21	0.0152323176750194	0
IL7	0.0156047480613556	0
RABL2A	0.0156601773135682	0
GJA1	0.015698906278508	0
RAB4B	0.0157185464644079	0
HGF	0.0157906911758902	0
RAB1A	0.0158473089426383	-1
SMPD1	0.0159146165107263	0
CDX2	0.015964412937732	1
GNA15	0.0159909940892617	0
ERF	0.0160518441872229	0
PDGFB	0.016082878592976	0
RAB12	0.0163653908072205	0
RIN1	0.0168676931334262	-1
PELP1	0.0172361818346318	0
PSMA7	0.0172427057152471	0
PFKP	0.0172929709828846	0
RHOF	0.0173514607276616	-1
GIT2	0.0175589862809852	-1
ETV3	0.0176703496711382	0
NME1	0.0176801338210489	0
IRS4	0.0177388453718615	0
RAB11B	0.0179706303424142	0
PATZ1	0.0183110013507972	1
DHRS4	0.0184388865133822	0
RAB4A	0.0185897933703946	0
RAB31	0.0193349067221346	0
RAD51	0.0194564003168529	0
FANCD2	0.0196547854486582	0
MUSK	0.0197940878979062	0
PCNA	0.0199377302312595	0
NRG2	0.0200584381320697	0
PEA15	0.0202631470999631	0
EP300	0.0203022365445918	1
PRAM1	0.0204348097561621	0
DUSP9	0.0205052812289153	0
WEE1	0.0205881476461134	0
MS4A2	0.0206124970075873	0
ARPC4	0.0207100848022676	0
RAB19	0.0211693161978885	0
FANCA	0.0212650385078652	0
PTK2	0.0215260553332379	0
MRPL24	0.0215831042135879	0
ICMT	0.0218090368428633	0
POLA2	0.0219334235478966	-1
PHF20	0.0219637840871407	0
CDK7	0.0219961767979374	0
IFNGR2	0.0220898218832261	0
SYNE2	0.0230885178085129	0
PPIF	0.0230898642168009	0
NRG3	0.0231854753446816	0
DHPS	0.0234964618454002	0
RAB39A	0.0236008211709104	0
CUL7	0.0237222081352772	0
EIF4E3	0.0238453676476415	0
ADH5	0.0241118339495587	0
FANCG	0.0242151845280253	0
RAB28	0.0244018318909874	0
PFKM	0.024473829858747	0
TP73	0.0244980857253382	0
RGS14	0.024654907139748	0
GATA2	0.024661044797339	0
MRPS28	0.0249691893356943	0
GSTP1	0.02507395216751	0
PAK6	0.0250799961925596	0
BRCA2	0.0253402046476075	0
EIF2B4	0.0258795382233634	0
NCK1	0.026158171601586	-1
RAB33A	0.026342540649756	0
FHL3	0.0266075213118452	0
SMPD2	0.02665362103019	0
RAB24	0.0266577862731751	0
CLIP1	0.0268407762521793	0
RAB3B	0.0272505342893025	0
TERF1	0.0272518018004565	0
AP2A1	0.0275069242168056	0
RAB9B	0.0277402794208405	0
RAB36	0.0277724575641349	0
CEP350	0.0282984994879767	0
GAPDH	0.0288309218563556	0
FANCE	0.0289417034542265	0
RAB26	0.0289626838127755	0
TH	0.0292019972370541	0
TAF1	0.0293548354518609	0
NCKAP1	0.0298640382115405	0
RAB6C	0.0299440923743423	0
RGS12	0.0299471942643305	0
TRIM25	0.0311538346524298	0
RGL2	0.0312816638449681	0
TWIST1	0.0313963602268723	0
GNL3L	0.0321996733311718	0
GORASP2	0.0322259522586147	-1
RAB3D	0.0322714865921866	-1
DEAF1	0.0323131516333263	0
METAP2	0.0328899482162287	0
RASGRP1	0.0331215584184472	0
LAMC1	0.0336881956267272	1
GABRB1	0.0337533959918733	0
SFN	0.03393444857363	0
AP2M1	0.0340532734514823	0
CDK8	0.0341653748954907	0
SCRIB	0.0342873147921951	0
PARP1	0.0343474521410692	0
ZNF385A	0.034955521011653	0
MYC	0.0351837831137319	0
PTPN7	0.0354798169179388	0
IL1RAP	0.0358348318272639	0
DHCR24	0.0361912147077049	0
C1QA	0.036725904716401	0
NOX1	0.0367734953300728	0
RAD17	0.036851112457296	0
XRCC6	0.0369749174473124	0
RAB40B	0.0370117834909284	-1
MRPS25	0.0374819293846952	0
ANGPT2	0.0376743148555927	0
MDM4	0.0377150424194941	0
XBP1	0.0377874408071224	0
PRKDC	0.0378439768547362	0
CORIN	0.0382322444473745	0
RPA1	0.0383253577069133	0
NCKIPSD	0.0384637898927784	0
CASP6	0.0387621970572936	0
CHEK2	0.0394826486192735	0
BRK1	0.0400372553329429	0
ITPK1	0.0402095995886453	0
LIN7A	0.0403086254693248	0
PRMT1	0.0403979683676771	0
CHN2	0.0409361709400432	0
BID	0.0410126688596402	0
GREB1	0.0410520978915338	0
NFKBIB	0.0412410970089108	0
RAB39B	0.0414789029308639	0
MAFG	0.041565097444945	0
THRSP	0.0419217123547911	0
VAV2	0.0419480276474972	0
DNAJB1	0.0422678145773412	0
MRPS14	0.0423236013448527	0
HDAC1	0.0423422813095778	0
RAB17	0.0426463032023469	0
RANBP10	0.043077715147205	0
SMURF1	0.0435283620633109	0
PLK1	0.0438014360694216	0
RAB41	0.0440355471394282	0
EDNRA	0.0445342275695582	0
SMYD2	0.0458716472185851	0
RDH13	0.0462167117767929	-1
SYNJ2	0.0472508242117341	0
APLP2	0.0472630715731484	0
AKT1	0.0473680028217391	0
CYFIP1	0.0479219285308245	0
CHUK	0.0479322373072596	0
RB1	0.0481832743262287	0
OCRL	0.0490294891800104	0
BORA	0.0497976134599143	0
KCTD17	0.0498206100065588	0
COPS7A	0.0499333473493421	0
TGFB1	0.0499912308422567	0
PRKAR1A	0.0502275193329196	0
YY1	0.0502439221526019	0
RAD9A	0.0504511044356429	0
ABI2	0.0508524178525625	0
SNX17	0.0508980096208634	0
SPTAN1	0.0515045738715298	0
TGFB3	0.0517527298464434	0
FBXO11	0.0521301547303337	1
ATF4	0.0521730121751721	0
FGFR2	0.0526275016800572	1
YWHAQ	0.0534824196809335	-1
SH3RF2	0.0540208946814561	0
TREX1	0.0541009239339674	0
PPP1R9B	0.0543407655418255	0
IFNGR1	0.0545519653461325	0
FCER1A	0.0554831268846573	0
PRKAR1B	0.0557539238011739	0
TGFB2	0.0559316597891458	0
SMURF2	0.0563147465105578	0
FLNB	0.0563798093775585	0
PHKA2	0.0564272405110934	0
MFAP4	0.0573770022603333	0
PPP2R5C	0.0575502605248903	0
PIP4K2A	0.0578838656910193	0
RAB40A	0.0587496802690482	0
LTBP4	0.0594917112922476	0
MITF	0.0595951491798596	0
JUN	0.0603551087683866	0
FOS	0.0606122709835022	0
RRM2B	0.0608836766500625	0
CUL9	0.0616433033328234	0
JMJD6	0.0618187987655563	0
ALS2	0.0620408153320391	0
NFYA	0.0622202579860861	0
LIMS1	0.0626985092764228	-1
JAG1	0.0628225504843059	0
UBA3	0.0631986848694946	-1
RAPSN	0.0633317322171678	0
WASF2	0.0634826474102736	0
SH3RF1	0.063677809800423	-1
RASL10B	0.0647349314228133	0
OTUD5	0.0652045120953391	0
PRKACB	0.0654489398650161	0
MAGI1	0.0659270571623973	0
ARHGAP17	0.0664871836931598	0
PRKAR2B	0.067260887625911	0
LAMA1	0.067651975855286	0
PGAM5	0.067713929673748	0
MAP3K1	0.0687558880911902	0
HUS1	0.0693254075505823	0
RHOT2	0.0695227647986009	0
PPP2R5B	0.0696248031595529	0
ZMIZ2	0.0697780278897578	0
SRGAP2	0.0698052683563379	0
PRKAR2A	0.0702343565802881	0
COG5	0.0702692185385807	0
IFNG	0.0704563317629269	0
IL6R	0.0708564915147376	0
DOCK8	0.0713406505023503	0
MAPK8	0.0718730981927815	0
PLK3	0.0720194212215684	0
TRIM24	0.0734162766758873	0
PPARD	0.0743911603318383	1
RAB37	0.0745270276509836	0
CCNA1	0.0762886613869496	0
WT1	0.0766793865360007	0
CCNB2	0.0784411461002192	0
ARHGDIB	0.0785066314965445	0
MAPK14	0.0789145693281083	0
ZNF302	0.0790284919341406	-1
PTPRR	0.0797543212545601	0
RHOT1	0.0800233007442612	0
GADD45GIP1	0.0800734805847498	0
F2RL3	0.0807626378521599	0
MRPS5	0.0816956418530654	0
PRNP	0.0818823074546396	0
BHLHE40	0.0819925041294067	0
FRK	0.0820059373480161	0
CREBBP	0.0821259420065648	0
IL24	0.0829030761746841	0
FANCF	0.0836836112091332	0
TBP	0.0842964902115804	1
RASGRP3	0.084501525567502	-1
PHF3	0.0851542850754979	0
WASF3	0.0851718046062976	0
SERPINB1	0.0855987875609302	-1
GPX2	0.0857479473667448	0
BCL3	0.0858709825522502	0
RASGRF1	0.0861127595389377	0
CREB3	0.0862776547732558	0
PRKCA	0.0866729584783089	0
APTX	0.0868863327535464	0
ANGPT4	0.087000198774703	0
RNF115	0.0872385838005201	-1
NOXA1	0.0876508538112471	0
OPHN1	0.0879947850163762	0
SERPINE1	0.0884826155033223	-1
TNNT1	0.0889140037388281	0
SERPINB13	0.0892288614437258	0
IRF5	0.089284136949088	1
CDK3	0.089441213822888	0
RELA	0.0903303986041517	0
NFKB1	0.0904226417127017	0
CHAF1B	0.0908314351851914	-1
VAV3	0.0909260819162085	0
HACE1	0.0912887435866873	0
USP42	0.0923271261664171	0
PSMC3IP	0.092378683578439	0
RICTOR	0.0930010450770246	1
DDX52	0.0931801471386534	0
NFE2	0.0932130040152474	0
BAIAP2	0.0938850510681464	0
AMBP	0.0939128104863502	0
SPRY4	0.0940562156189089	0
CORO1C	0.0941033891126689	0
CCL11	0.0941852572932589	0
TAX1BP3	0.0945411473029285	0
BTG1	0.0951606131004696	0
TADA1	0.0954237700058778	-1
CHAF1A	0.0956437795969581	0
CUZD1	0.097159700434725	0
NOP58	0.09746199799552	1
SHC1	0.0978512852312639	0
SMG7	0.0979701961502957	0
