gene	p-value	label	index
MAPKAPK5	1.5660157689358772e-05	0	5748
PTEN	1.5804632725326e-05	1	8042
FGFR3	1.7167198707072e-05	1	3581
PI4K2B	1.7257525293677836e-05	0	7413
NCOA1	1.771639910811843e-05	0	6442
GGT5	1.796208067170695e-05	0	3914
CBR3	1.970653472944734e-05	0	1443
COPB1	2.076316412618883e-05	0	2155
POLR1B	2.077329556331968e-05	0	7677
PI4KB	2.116246097903808e-05	-1	7415
SOD1	2.130377128071857e-05	0	9603
PIK3CA	2.162696400693e-05	1	7451
GJA1	2.165143584588063e-05	0	3940
EZR	2.4504764135655272e-05	0	3287
CYP8B1	2.4794731707252524e-05	0	2449
DUSP1	2.5957063142590632e-05	0	2879
TGFBR2	2.598465634356848e-05	0	10248
ITGB3	2.728863904315415e-05	0	4887
DYRK4	2.7400545999761827e-05	0	2916
PIK3R2	2.7710984572515995e-05	0	7457
HRAS	2.7976206079656e-05	1	4527
MAP2K6	2.913126625984685e-05	0	5707
VAMP5	2.9235934950898315e-05	0	11165
EIF2AK2	3.027038672803794e-05	-1	3021
VARS2	3.0287412057444514e-05	0	11170
CDKN1A	3.0666882640146e-05	1	1732
STAT1	3.2264962920334114e-05	0	9841
RANBP1	3.396969330067019e-05	0	8257
CYP19A1	3.411311427146892e-05	0	2411
RELA	3.4219479365140144e-05	0	8407
CBL	3.611572869743509e-05	0	1436
CYP27A1	3.631014468022036e-05	0	2417
CHN1	3.668628282422877e-05	0	1882
RPS6KB1	3.742673292010061e-05	0	8694
ERBB4	3.745951712530199e-05	1	3189
CAV1	3.839235800377647e-05	0	1431
ITGB1	3.939475564035459e-05	0	4883
GTF3C1	4.0327151004682014e-05	0	4240
CYP7B1	4.03715302938774e-05	0	2448
FYN	4.231930409416101e-05	0	3756
ARAP1	4.267970836460997e-05	0	605
HSPG2	4.329917588504496e-05	0	4589
SGK1	4.331731915807464e-05	0	9057
PPP3CA	4.340444554420409e-05	0	7815
HSPB1	4.364811452790672e-05	0	4580
XIAP	4.388143142482117e-05	0	11376
EIF4G1	4.452479923975588e-05	0	3048
CYP2C9	4.470413122843945e-05	0	2424
MAP3K8	4.50057841201747e-05	0	5721
MKNK1	4.561200543650266e-05	0	5984
PPP3CC	4.610502760472596e-05	0	7817
EPHX2	4.670692151421791e-05	0	3169
BLOC1S6	4.690149216870386e-05	0	1062
FABP1	4.7213879757280944e-05	0	3305
CYP2S1	4.72732043299205e-05	0	2429
EPHA4	4.735125321021751e-05	0	3159
CYP7A1	4.920950241229522e-05	0	2447
BIRC5	5.131578092965732e-05	0	1054
CABIN1	5.3564792026849424e-05	0	1305
SRA1	5.371747673306256e-05	0	9736
POLR1D	5.5499084460641855e-05	0	7678
CAP1	5.637581709629287e-05	0	1375
RHOB	5.6765482499076e-05	1	8483
IKBKB	5.7811534200036656e-05	0	4697
ARFIP2	5.880420548292101e-05	0	621
MAP3K4	6.15536484707212e-05	0	5717
GSK3B	6.157235406988913e-05	0	4212
STAT3	6.346654753973197e-05	0	9843
RPS6KA5	6.397198548829638e-05	0	8692
ATF3	6.444376837625368e-05	0	804
MET	6.466312484015898e-05	0	5894
SNX2	6.547296605830797e-05	0	9582
UBTF	6.547944613358988e-05	0	11005
UMPS	6.550767635085975e-05	0	11047
WDR5	6.571590745774751e-05	-1	11299
JAK1	7.359987267711892e-05	0	4924
NFKB1	7.536783724513166e-05	0	6560
PLCG1	7.587320360370122e-05	0	7540
PTPN6	7.719603056888818e-05	0	8079
CPD	7.816355986424819e-05	0	2200
CD3E	7.939146528143014e-05	0	1624
BTK	7.961521623314367e-05	0	1147
PDK2	8.021796781534448e-05	0	7263
SMAD1	8.044015340800087e-05	0	9473
MTOR	8.291579929483503e-05	0	6240
CYP26B1	8.764286737503735e-05	0	2416
CYP26A1	8.792727961909279e-05	0	2415
PTPRJ	8.80737710526942e-05	0	8089
VCL	8.841935859641985e-05	0	11181
IL18	8.874950089896753e-05	0	4719
LGALS1	8.901351911580325e-05	0	5389
CRKL	8.930795494938175e-05	0	2260
PRMT5	8.931684348401667e-05	0	7901
GNA13	8.9937133264074e-05	1	4013
PPP2CA	9.032081313331716e-05	0	7804
MDM2	9.07740857317828e-05	0	5838
EGR1	9.288150301158884e-05	0	3003
CD28	9.449033942869262e-05	0	1611
CAMK1	9.67401009803886e-05	0	1356
CLINT1	9.69214298886344e-05	0	2000
RASSF1	9.771628114956072e-05	0	8308
WASL	9.929083458580172e-05	0	11263
CYP4F3	9.973683493417412e-05	0	2444
CDK5	0.000102234249563	0	1720
APPL1	0.0001042201696674	0	589
CRK	0.0001049291335877	0	2259
PAK2	0.0001068723713634	0	7053
SP1	0.0001094467307872	0	9631
MAP2K1	0.0001108710391343	0	5702
HDAC5	0.0001150936358913	0	4326
GRB2	0.0001153433481247	0	4161
IRS1	0.0001155737181114	0	4850
TSC2	0.0001159545970022	0	10766
COMMD1	0.0001180557864317	0	2143
MAP3K7	0.0001250615740305	0	5720
TERF1	0.0001257999700791	0	10199
NFATC1	0.0001313991775028	0	6548
MAP4K4	0.000131407591282	0	5727
FOXA1	0.0001322300709601	1	3671
PLA2G4A	0.0001338787995387	0	7519
CYP1A1	0.0001356183051926	0	2412
GPX3	0.0001370258106319	0	4153
RADIL	0.0001383115285823	0	8237
HNF1A	0.0001385202057469	0	4446
RB1	0.0001399409476174	1	8315
FN1	0.0001406262755889	0	3651
SERPINB5	0.0001418618440736	-1	8991
MAP2K3	0.0001423252416113	0	5704
CYP2J2	0.0001454890131398	0	2427
SYK	0.0001458795926687	0	9969
YWHAH	0.000146261662914	0	11436
NFATC2	0.0001490840282424	0	6549
COPG1	0.0001511059250942	0	2158
LIMK1	0.000153900803318	0	5425
RPS6KA1	0.000154318617634	0	8690
TGFBR1	0.0001582522382145	0	10247
BAX	0.0001591842708962	0	970
SNX5	0.0001606966206715	0	9592
XRCC6	0.0001631536733175	0	11398
HSPB11	0.0001662533184407	-1	4581
GRIN2D	0.0001664387167843	0	4184
CYP3A43	0.0001679361085607	0	2433
BTRC	0.0001679372881905	0	1158
CD86	0.0001683135201638	0	1644
BORA	0.0001699215336832	0	1091
DYNC2LI1	0.0001729392273997	0	2910
KRT18	0.0001737761273721	0	5253
ACTN2	0.000176696932508	0	148
CAPNS1	0.0001804033297388	0	1391
PTK2B	0.0001814649750091	0	8062
CTNNA1	0.0001825027103274	0	2325
STAT5B	0.0001829652466655	0	9846
IRAK2	0.0001865748495284	0	4835
CDK2	0.0001877961328305	0	1714
KCNA1	0.0001925799621964	0	4974
ACTN1	0.0001941971050894	0	147
MMP9	0.000195477714661	0	6029
MLH3	0.0001969385243477	0	5997
GNAS	0.0002008206149199	0	4021
CYP4A11	0.0002032627416721	0	2437
RPS6KA4	0.0002055247825292	0	8691
MRAS	0.0002096156185937	0	6096
ARRB1	0.0002097338887001	0	729
ZYX	0.0002175289972584	0	11935
NOS3	0.0002187376270999	0	6688
OBSL1	0.0002200850763891	0	6898
NMI	0.0002212784560921	0	6647
RALBP1	0.000227633163738	0	8247
GRB7	0.0002279047998374	0	4162
CREB1	0.0002313359998332	0	2240
MAP2K2	0.0002319392941519	0	5703
LCK	0.0002333128919543	0	5355
DPF2	0.0002335526537314	0	2805
MAP2K7	0.0002341954701795	0	5708
CD247	0.000235796924603	0	1606
ATR	0.0002362739889913	0	886
CYP2C18	0.0002369309756992	0	2422
RASD2	0.0002372212459117	0	8292
MAP3K6	0.0002374558043195	0	5719
ROCK1	0.0002418657193165	0	8610
HAT1	0.0002442064026052	0	4294
ATF2	0.0002513776141949	0	803
MAPK7	0.0002554836851905	0	5739
GAB1	0.000256781243203	0	3776
AGT	0.0002585804937421	0	284
PIK3R1	0.0002595841914569	0	7456
RAP1B	0.0002605518623677	0	8268
KCNA3	0.0002613227683934	0	4975
DIRAS2	0.0002626956107331	0	2665
SIN3A	0.0002649565107462	0	9138
CDK4	0.0002708899494263	0	1719
NF1	0.0002730969282682	1	6544
HCK	0.0002766137396394	0	4315
INSR	0.0002870359411958	0	4797
CYP4B1	0.0002882803989503	0	2439
NRP1	0.0002949120636359	0	6770
EIF2AK3	0.0002970978854584	0	3022
EIF2S3	0.0002972259884132	0	3031
TMOD1	0.0003002552677999	-1	10483
SOS1	0.0003002561837254	0	9615
CYP2U1	0.0003093058162636	0	2430
MYH2	0.000310322370996	0	6299
MAP3K3	0.0003157296484609	0	5716
GPSM3	0.0003193317763613	0	4149
CUL1	0.0003246298781424	1	2357
CYP46A1	0.000329981952588	0	2436
SLC9A3R2	0.000334646554878	0	9442
NCF2	0.0003347817398342	0	6432
CYP39A1	0.0003447513450159	0	2432
CARM1	0.0003452723075248	0	1404
RHOD	0.0003472373223857	0	8487
GBF1	0.0003485266818787	0	3855
PDGFRA	0.0003556510530281	0	7251
ETS2	0.0003559653616566	0	3239
MAPKAPK2	0.0003574647629191	0	5746
NCOR2	0.0003596519040911	0	6449
HIF1A	0.0003609038426213	0	4390
IFT88	0.0003639293697662	0	4673
TIMP2	0.000363958968093	0	10323
CCND1	0.0003683468238701	0	1551
MAP2K4	0.0003683601133726	0	5705
CAMK4	0.0003684061718628	0	1362
PPARA	0.0003694122087418	0	7733
IL6	0.000370206054377	0	4746
VAV1	0.0003732278585278	0	11176
TICAM1	0.0003739028251783	0	10299
MAP4K2	0.0003762823066826	0	5725
CYP2R1	0.0003796253526453	0	2428
NFATC4	0.0003803712723311	0	6552
CYP4A22	0.0003805671972995	0	2438
RNF2	0.0003822884390905	0	8578
ADAM9	0.0003852079972311	0	181
SLC2A4	0.000385794768482	0	9307
RASA1	0.0003873958498533	0	8285
PHKG1	0.0003934749674164	0	7392
NGFR	0.0003961363075329	0	6578
BCAR1	0.0003992167127249	0	986
PRKCI	0.000403360383123	0	7887
AGTR1	0.0004074381836755	0	286
MUSK	0.0004117870055029	0	6264
ANXA1	0.0004125663588305	0	505
STAT5A	0.0004187716419736	0	9845
CYP27B1	0.0004188372679885	0	2418
CDK8	0.0004252036291554	0	1726
IGSF21	0.0004293804174481	-1	4689
PPP1R13B	0.000434455377165	0	7779
MKNK2	0.0004345248040948	0	5985
TRIO	0.0004421883881779	0	10721
STX17	0.0004443758738164	0	9896
ZAP70	0.0004516744861708	0	11444
CSF1R	0.0004523846487324	0	2286
TTC1	0.0004537810980774	0	10820
NKX2-5	0.0004592639907466	0	6618
GNA12	0.0004610332275388	0	4012
CAPN1	0.0004629455583705	0	1378
ALOX12	0.0004649334399802	0	386
CYP17A1	0.0004715771167648	0	2410
BUB1	0.0004787712243274	0	1159
LAMC3	0.000480748596495	0	5324
SMAD5	0.000482687328346	-1	9476
DNAJA3	0.0004901297185903	0	2730
E2F1	0.0004909290908719	0	2921
CASP3	0.0004965448017488	0	1414
NR3C1	0.0005034413136638	0	6745
ADCY1	0.0005154706000243	0	213
FOXO1	0.0005168922118462	0	3687
GALNT12	0.0005173144679132	0	3812
KHDRBS1	0.0005244905687679	0	5082
IL2RG	0.0005436773747874	0	4738
RAPSN	0.0005470413355543	0	8279
MAP4K1	0.0005470906992828	0	5724
BAD	0.0005498408988983	0	949
GRIN1	0.0005507221191844	0	4180
TRADD	0.0005746998253706	0	10625
CTCF	0.0005782501997359	0	2316
RAB20	0.00058863675808	0	8163
FGF2	0.0005977114497175	0	3570
RHOQ	0.0006014869236331	0	8491
NFATC3	0.0006033979834861	0	6551
E2F4	0.0006057727893906	0	2924
IL7	0.0006159592799672	0	4749
TLN1	0.0006253845167975	0	10344
F2	0.0006256614864467	0	3293
RALA	0.0006299279288083	0	8246
IRS4	0.00063208130216	0	4851
MAP3K11	0.0006480638682184	0	5711
ADAP1	0.0006487674247402	-1	203
CXCR3	0.0006536735241856	0	2387
EIF2B2	0.0006711515836413	0	3025
MMP14	0.000677101271495	0	6018
NPPA	0.000678970599693	0	6716
CYP2C19	0.000687759909205	-1	2423
NR0B2	0.0007012481638462	0	6732
GPX7	0.0007049317742924	0	4155
TRAF3IP1	0.0007158501114443	0	10629
CDK6	0.0007322833889628	0	1724
FLT4	0.0007409514477735	0	3635
POLR1A	0.0007445687668424	0	7676
JAK3	0.0007462778841253	0	4925
CAND1	0.0007695575281512	0	1371
IFT172	0.0008057470918908	0	4665
IFT122	0.0008070470538622	0	4663
DUT	0.0008134546165751	0	2898
NKIRAS1	0.0008177610435954	0	6613
GHR	0.0008256247250512	0	3918
RABGEF1	0.0008470854475247	0	8209
PIK3R3	0.0008557412491622	0	7458
CD3G	0.0008582583029136	0	1625
CTSK	0.0008719591086433	0	2344
CDKN1B	0.0008916195676446	0	1733
TPD52	0.00089517381154	0	10596
EDN1	0.0009094420169495	0	2962
EIF2B3	0.0009113502075991	0	3026
IFT140	0.00093479050821	0	4664
ETS1	0.0009440430391642	0	3238
KRAS	0.0009485363417182	1	5238
AEBP1	0.000953198752713	0	250
RAP1A	0.0009552956141141	0	8267
NR1H3	0.0009725445749662	0	6736
DYNC2H1	0.0009753672305476	0	2909
RHEB	0.0009839458862605	0	8479
PTGES2	0.0009882651683035	0	8050
IFT57	0.0009957974138092	0	4669
CAT	0.0010000276726084	0	1425
CAMK1G	0.0010299885453351	0	1358
XRN2	0.001030121873633	0	11400
FBL	0.0010463351088456	0	3456
PIK3CB	0.0010471664656553	0	7452
FGF7	0.001050023337647	0	3574
GATA4	0.0010623685497079	0	3846
ARAF	0.0010692213617666	0	604
PTPRB	0.0010698284429998	0	8083
CAPN2	0.0010751545268359	0	1384
TSSK3	0.0010849820156829	0	10814
HNRNPC	0.0010871999844423	0	4456
SRF	0.0010974645807892	0	9746
FOXO3	0.0010980589884098	0	3688
WDR19	0.0010994040486309	0	11279
WDR35	0.0011134591830754	0	11287
CASP7	0.0011309951274518	0	1418
SPRY2	0.0011364717830449	0	9716
CYP20A1	0.0011561825455156	-1	2413
MYC	0.001168297228277	0	6286
RIPK1	0.0011893480877625	0	8516
CFLAR	0.0012038655583885	0	1826
TIAM1	0.0012091602242265	0	10298
TTC21B	0.0012097757076341	0	10827
CYP4F2	0.0012126464536278	0	2442
ARNT	0.0012163671459951	0	717
FGF8	0.0012248929284824	0	3575
NEDD9	0.0012513202412525	0	6507
GNAQ	0.001251705005026	0	4020
RASL11A	0.0012602495286046	0	8305
ELAVL1	0.0012670111916561	0	3059
SORT1	0.0012753662207365	0	9614
S1PR1	0.0012804749619984	0	8790
RAF1	0.0012879552320911	0	8240
RASSF2	0.0013209983502715	0	8309
EIF2S2	0.0013251843631547	0	3030
EMG1	0.001397273501015	0	3100
CYP4F11	0.0013989627983181	0	2440
DIRAS1	0.0014004147473422	0	2664
TFDP1	0.0014643159170732	0	10227
ALOX15	0.0014706639719065	0	387
SEC23IP	0.0014767767148729	0	8927
CYP2W1	0.0014833611295	0	2431
NOP56	0.001493887335289	0	6683
MUTYH	0.0015029312427848	0	6265
FGR	0.0015072769022844	0	3586
NTRK1	0.0015407445800817	0	6811
RABAC1	0.0015508860500228	-1	8204
NDUFS1	0.0015600324007173	0	6489
HBEGF	0.0015853405181989	0	4307
PML	0.0015895531450829	0	7613
DNAJC27	0.0015898954085633	0	2754
EIF2S1	0.0015901101396163	0	3029
CYP4F22	0.0016063523216892	0	2443
SH3D19	0.001639494371445	0	9084
MAX	0.0016400078850616	0	5778
MAP4K3	0.0016844855702355	0	5726
MAP2K5	0.0016845208568729	0	5706
SUMO1	0.0016946661426551	0	9931
EPB42	0.0016989218087182	0	3151
SOCS3	0.0017041230311979	0	9598
MAPKAPK3	0.0017109428272136	-1	5747
IFT52	0.0017251073487833	0	4668
LAT	0.0017275113589101	0	5345
HAND1	0.0017377669362246	0	4282
ABL2	0.0017408827660543	0	67
RASSF5	0.0017499586592507	0	8311
MAP3K12	0.0017650993482967	0	5712
ARCN1	0.0017985946118349	0	609
RAP2B	0.001801071287081	0	8272
IGFBP3	0.0018317829764388	0	4683
APLP2	0.0018407639479868	0	562
SIN3B	0.0018422623814306	0	9139
PRKCE	0.0018509093371518	0	7885
RAB21	0.0018562320426084	0	8164
DERA	0.0018757875187078	0	2601
MAP3K5	0.0018863183968499	0	5718
YIF1A	0.0019143307702317	0	11414
MAPK4	0.0019362246345898	0	5738
TBL3	0.0019518897247166	0	10114
HAND2	0.0019690551376856	0	4283
HNRNPL	0.0019887210538836	0	4464
NGF	0.002002865895233	0	6577
DGKZ	0.0020259298663502	0	2619
CDC25C	0.0020490428800331	0	1661
ITGAV	0.0020516973594743	0	4881
NKIRAS2	0.002051810153352	0	6614
CSF2RB	0.0020580272287609	0	2287
HEATR1	0.0020620043031141	-1	4337
REXO2	0.0021672042022081	0	8424
ETF1	0.002173675448368	0	3230
SNRPN	0.0021920189454596	0	9563
FASLG	0.0021968752095552	0	3442
MAP3K2	0.0022119167119943	0	5715
RAB2A	0.0022138817348695	-1	8172
FGF5	0.0022374051331223	0	3573
RNF130	0.0022425239788385	-1	8555
RND2	0.0022583651725497	0	8544
RASL12	0.0022701021104873	-1	8307
GPX2	0.0022743013211244	0	4152
CASP9	0.0023338005308282	0	1420
CCDC22	0.0023414706064924	0	1488
QDPR	0.0023590629343891	0	8135
CXCR4	0.0023689508855213	0	2388
RAB10	0.0023733396705313	0	8149
GPX8	0.002376364108983	0	4156
XRN1	0.0023851388918201	0	11399
CCNB1	0.0023963527217891	0	1548
COL8A1	0.002420304900521	0	2135
BCAT2	0.0024236299550968	0	991
NSUN4	0.0024405989262241	0	6787
AKT1	0.0024607716256932	0	343
IFT20	0.0024952461915345	0	4666
SPRY1	0.0025721446447359	0	9715
FAS	0.0025815038487122	0	3441
TBXAS1	0.0025928330719415	0	10131
HMGN1	0.0025961715225577	0	4437
XRCC5	0.0026039407369714	0	11397
NOP58	0.0026090754879907	0	6684
CLNS1A	0.0026107041508113	0	2010
TNPO1	0.0026146124678635	0	10548
RAB18	0.0026270426481308	0	8159
NOL6	0.0026566493553335	0	6669
DNAJB6	0.0026613645380642	0	2739
PIK3CG	0.0026790673989905	0	7454
HGF	0.0026898148804203	0	4375
F8	0.0027057229233431	0	3301
MAP3K10	0.0027227666240046	0	5710
TRMT112	0.0027456722563507	-1	10733
EPOR	0.0027779067200144	0	3175
NHP2	0.0027875550185056	-1	6585
EPO	0.0028059143798626	0	3174
IKZF3	0.0028084899131279	0	4700
UTP14A	0.0028116932458955	0	11147
TCOF1	0.0028257951612343	0	10159
NDUFB4	0.0028647091001596	0	6483
GNA15	0.0028760632767721	0	4015
ALDH6A1	0.0028848401504797	0	359
IFT74	0.0028848902647322	0	4670
BCL2	0.0029455966265235	0	999
MAP3K13	0.0029535854365211	0	5713
NAT10	0.0029605435698965	0	6402
AURKAIP1	0.0029690956308561	0	903
EIF2B1	0.0029887563400259	0	3024
IL7R	0.0030108363193272	0	4750
FGF17	0.0030113184625729	0	3568
NDUFAF7	0.0030426454958721	0	6480
EGF	0.0030467477193675	0	2996
FGF9	0.0030476504935775	0	3576
MAP3K9	0.0030483431360918	0	5722
TNFRSF1A	0.0030518920862315	0	10521
DKC1	0.0030932984113046	0	2673
COX15	0.0031211816587136	0	2186
DAP3	0.0031623241225275	0	2469
PLD1	0.0031742688851843	0	7546
TRAF2	0.0031758271287124	0	10627
RAP2A	0.0031812413782839	0	8271
RABL2A	0.0032010820410798	0	8213
UTP6	0.0032040144041801	-1	11154
HECTD1	0.0032095906599483	0	4343
CSF1	0.0032154213251396	0	2285
RAB4B	0.0032190235996635	0	8198
SPATA5	0.0032290433201189	0	9659
GEMIN4	0.0032557386070314	0	3889
SARS2	0.003294108319693	0	8819
RAB22A	0.0033109443927631	0	8165
IFT81	0.0033261403111133	0	4672
UQCRFS1	0.0033663040322467	0	11081
RAB23	0.0033705526757504	0	8166
UTP15	0.0033749770781973	0	11149
RAC1	0.003379301927462	0	8216
SIRT1	0.0034346985668539	0	9147
SHMT2	0.0034423769098831	0	9112
PUM1	0.0034498144364897	0	8108
NVL	0.0034960471941244	0	6875
CYC1	0.003526440440479	0	2403
EIF6	0.0035375247697765	0	3055
GNA11	0.0035563087363135	0	4011
NDUFB5	0.0035718720522295	0	6484
RIOK2	0.0036088244073405	0	8515
WDR43	0.003650090547455	0	11292
MRPL44	0.0036519318212449	0	6132
TWIST1	0.0036973166886144	0	10911
NDUFAF3	0.003708062569869	0	6476
PKN2	0.0037114234014586	0	7505
NOP10	0.0037374292118357	-1	6679
PGR	0.003774668526301	0	7361
LBP	0.0037995106764443	0	5350
NOB1	0.0038018446093481	-1	6660
PRKCQ	0.0038019028435332	0	7888
GEMIN2	0.003861664295911	0	3888
F2R	0.0038839806371264	0	3294
SH2B1	0.0038863157427752	0	9070
RAP2C	0.0039159507455056	0	8273
TNFRSF1B	0.0039230750496194	0	10522
RAB35	0.003948665474784	0	8177
BCAT1	0.0039802707416345	0	990
WDR3	0.0039859679229406	0	11284
SLC22A13	0.0040203139849352	0	9227
NRAS	0.0040289423701525	1	6754
REXO1	0.0040804352777121	0	8423
CD79A	0.0040879269190491	0	1640
MAPK9	0.0041003934806237	0	5744
PDSS1	0.0041546184297019	0	7278
YBEY	0.0041632706381946	0	11408
APAF1	0.0043296758322605	0	543
CYP27C1	0.0043360334296674	-1	2419
EIF1AX	0.0043723293862256	0	3018
TRAK2	0.0044064763366731	0	10639
GTPBP4	0.0044407201474973	-1	4249
PDGFB	0.0045067715669163	0	7248
RBM28	0.0045451691246503	0	8342
TBX2	0.0045670263858715	0	10123
RRAS	0.0045946827466231	0	8708
NGRN	0.0046067771677362	0	6580
RBL1	0.0046453713445823	0	8325
DOCK1	0.0046674599870348	0	2780
GNL2	0.0047052410292558	0	4034
BEX2	0.0048150269175325	0	1036
GEMIN5	0.0048345568332299	0	3890
FOXO4	0.0048558668646576	0	3689
RIOK1	0.0048866161851607	0	8514
TNKS	0.0048970099381999	0	10537
CCNE1	0.0049471567767118	0	1555
THOC7	0.0049648721538594	0	10285
ADAM12	0.0050301940124981	0	170
FCF1	0.0051184817920471	-1	3522
ACAD9	0.0051195339238093	0	82
RAB27A	0.0052002812198708	0	8170
MDN1	0.0052107117285356	0	5840
ZBTB7A	0.0052497333125622	0	11479
KIFC1	0.0052585898943129	0	5142
RAB11B	0.0052841337658811	0	8150
ICMT	0.0052917356504822	0	4628
SBDS	0.0053276931648245	0	8829
RPS6KB2	0.0053875507992973	-1	8695
NFE2L2	0.0054512986237594	1	6555
CDC25A	0.00549028049846	0	1659
PRKCG	0.0055155700488481	0	7886
RCL1	0.0055226206811275	0	8384
ERAL1	0.0055461776986618	0	3185
FANCA	0.0055508132308196	1	3423
MRPS35	0.0055592479538095	0	6167
MRPL45	0.0056047978862835	0	6133
MAL	0.0056430377793168	0	5673
CORIN	0.0056519964086916	0	2177
NR2C2AP	0.0057150980637771	0	6741
MRPS7	0.0058052383426004	0	6169
RAB19	0.0058059329431525	0	8160
MRPL19	0.0058410543657836	0	6118
UQCRB	0.0058534003131908	0	11079
NDUFB3	0.005896662218397	0	6482
FBP2	0.005937425411059	0	3465
RNF115	0.0059558015689384	-1	8551
ARHGDIA	0.0059697238486499	0	651
WDR75	0.0060011460572004	0	11309
CHMP5	0.0060078905265976	0	1880
YIPF6	0.0060447533443377	0	11418
RAB4A	0.0060742518364736	0	8197
LSG1	0.0060968427137325	0	5570
MPHOSPH10	0.006158373440559	-1	6073
RRP7A	0.0061637918416327	0	8720
IL6ST	0.0061664051046564	0	4748
POLRMT	0.0061728814572237	0	7699
COQ4	0.0062137460261319	0	2172
VPS33B	0.0062781281381804	0	11220
FNTB	0.0062914066040876	0	3664
IBA57	0.0062956352725452	0	4620
TERT	0.0062992718529715	0	10201
CDK1	0.0063210676719133	0	1705
SRPK3	0.0063563929192376	0	9758
PTPRR	0.0064669635147108	0	8095
GAR1	0.006498807795332	-1	3834
NDUFS8	0.0064998225838653	0	6494
EDIL3	0.0065006665663524	-1	2961
CD79B	0.0065863625535307	0	1641
PRKCA	0.0066501154103675	0	7883
CCDC93	0.0067296729210769	0	1523
RAB9B	0.0067440620182267	0	8203
NAF1	0.0068014896868214	0	6380
COPG2	0.006896797673587	0	2159
BMS1	0.0069245812002111	0	1079
